,Fuel type,body type,transmission,owner,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City,price_clean,price_lakh
7498,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,3.95,Third Party insurance,60000,16.2,5.0,Orange,Kolkata,3.95 Lakh,3.95
7499,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,14.0,Comprehensive,36674,16.5,5.0,Black,Kolkata,14 Lakh,14.0
7500,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2019,4.5,Third Party insurance,20000,21.79,5.0,Others,Kolkata,4.50 Lakh,4.5
7501,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2018,4.95,Comprehensive,17153,19.0,5.0,Grey,Kolkata,4.95 Lakh,4.95
7502,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2018,10.78,Comprehensive,39000,16.0,7.0,White,Kolkata,10.78 Lakh,10.78
7503,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2020,4.6,Comprehensive,32165,21.79,5.0,Orange,Kolkata,4.60 Lakh,4.6
7504,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,2018,5.6,Third Party insurance,27447,15.41,5.0,Grey,Kolkata,5.60 Lakh,5.6
7505,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2015,2.59,Comprehensive,26305,22.74,5.0,Red,Kolkata,2.59 Lakh,2.59
7506,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2008,1.3,Third Party insurance,20000,19.7,5.0,Others,Kolkata,1.30 Lakh,1.3
7507,Petrol,Hatchback,Manual,2,Datsun,Datsun RediGO,2018,2.72,Comprehensive,17024,22.7,5.0,Grey,Kolkata,2.72 Lakh,2.72
7508,Petrol,Sedan,Automatic,1,Honda,Honda City,2020,9.82,Third Party insurance,9243,18.3,5.0,Red,Kolkata,9.82 Lakh,9.82
7509,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,2017,4.25,Comprehensive,100000,15.41,5.0,Silver,Kolkata,4.25 Lakh,4.25
7510,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,2017,2.97,Comprehensive,19280,20.63,5.0,Blue,Kolkata,2.97 Lakh,2.97
7511,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,7.5,Third Party insurance,10000,18.27,5.0,Others,Kolkata,7.50 Lakh,7.5
7512,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2021,6.58,Comprehensive,9646,22.41,5.0,Grey,Kolkata,6.58 Lakh,6.58
7513,Petrol,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2020,7.5,Third Party insurance,11344,18.55,5.0,Blue,Kolkata,7.50 Lakh,7.5
7514,Petrol,Sedan,Automatic,1,BMW,BMW 3 Series,2021,46.0,Comprehensive,17899,16.13,5.0,Black,Kolkata,46 Lakh,46.0
7515,Petrol,Hatchback,Manual,0,Renault,Renault KWID,2021,4.49,Comprehensive,6000,23.01,5.0,Outback Bronze,Kolkata,4.49 Lakh,4.49
7516,Petrol,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,2010,1.5,Third Party insurance,80000,18.6,5.0,Black,Kolkata,1.50 Lakh,1.5
7517,Diesel,Hatchback,Manual,1,Tata,Tata Indica,2006,0.99703,Third Party insurance,50000,17.88,5.0,Others,Kolkata,"99,703",0.99703
7518,Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,2014,4.5,Third Party,35000,22.54,5.0,Grey,Kolkata,4.50 Lakh,4.5
7519,Petrol,MUV,Manual,2,Maruti,Maruti Ertiga,2015,5.65,Third Party insurance,31244,17.5,7.0,Golden,Kolkata,5.65 Lakh,5.65
7520,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,4.1,Third Party insurance,40000,18.9,5.0,Grey,Kolkata,4.10 Lakh,4.1
7521,Petrol,Hatchback,Manual,2,Chevrolet,Chevrolet Beat,2012,1.7,Third Party insurance,30000,18.6,5.0,Green,Kolkata,1.70 Lakh,1.7
7522,Diesel,Sedan,Manual,1,Tata,Tata Indigo,2012,1.78,Third Party insurance,60000,23.03,5.0,White,Kolkata,1.78 Lakh,1.78
7523,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2010,8.95,Comprehensive,70000,16.73,5.0,Silver,Kolkata,8.95 Lakh,8.95
7524,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2015,2.39,Comprehensive,65440,21.1,5.0,Silver,Kolkata,2.39 Lakh,2.39
7525,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2021,6.52,Comprehensive,35884,19.33,5.0,Blue,Kolkata,6.52 Lakh,6.52
7526,Petrol,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2015,5.5,Third Party insurance,77500,14.28,5.0,Golden,Kolkata,5.50 Lakh,5.5
7527,Petrol,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2015,5.99,Comprehensive,59729,14.28,5.0,Golden,Kolkata,5.99 Lakh,5.99
7528,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2014,1.99,Comprehensive,64854,22.74,5.0,Blue,Kolkata,1.99 Lakh,1.99
7529,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2018,5.75,Comprehensive,29836,22.0,5.0,Golden,Kolkata,5.75 Lakh,5.75
7530,Diesel,Sedan,Manual,1,Ford,Ford Aspire,2017,4.45,Comprehensive,74094,25.83,5.0,Grey,Kolkata,4.45 Lakh,4.45
7531,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,6.2,Comprehensive,11590,22.38,5.0,Blue,Kolkata,6.20 Lakh,6.2
7532,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2021,7.06,Comprehensive,9461,17.1,5.0,Brown,Kolkata,7.06 Lakh,7.06
7533,Diesel,Sedan,Manual,3,Renault,Renault Scala,2014,3.63,Comprehensive,59006,21.64,5.0,Silver,Kolkata,3.63 Lakh,3.63
7534,Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2022,24.0,Third Party insurance,10000,12.0,7.0,Others,Kolkata,24 Lakh,24.0
7535,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2017,4.92,Third Party insurance,150000,26.59,5.0,Others,Kolkata,4.92 Lakh,4.92
7536,Petrol,Sedan,Manual,3,Honda,Honda Amaze,2016,3.6,Third Party insurance,40000,17.8,5.0,Gray,Kolkata,3.60 Lakh,3.6
7537,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2009,2.8,Third Party insurance,80000,19.3,5.0,Others,Kolkata,2.80 Lakh,2.8
7538,Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2016,16.4,Third Party insurance,90000,12.55,7.0,Others,Kolkata,16.40 Lakh,16.4
7539,Diesel,SUV,Automatic,2,Land Rover,Land Rover Freelander 2,2012,9.5,Third Party insurance,80000,12.35,5.0,Black,Kolkata,9.50 Lakh,9.5
7540,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2014,12.99,Comprehensive,73000,12.55,7.0,White,Kolkata,12.99 Lakh,12.99
7541,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2010,2.5,Third Party insurance,150000,18.9,5.0,Others,Kolkata,2.50 Lakh,2.5
7542,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,39.5,Third Party insurance,33600,18.0,5.0,Black,Kolkata,39.50 Lakh,39.5
7543,Diesel,Hatchback,Manual,3,Toyota,Toyota Etios Liva,2011,2.5,Third Party insurance,60000,23.59,5.0,Others,Kolkata,2.50 Lakh,2.5
7544,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,3.73,Third Party,82286,18.7,5.0,Others,Kolkata,3.73 Lakh,3.73
7545,Petrol,SUV,Manual,2,Honda,Honda CR-V,2010,4.15,Third Party,59880,14.0,5.0,White,Kolkata,4.15 Lakh,4.15
7546,Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2021,22.0,Comprehensive,29841,12.0,8.0,White,Kolkata,22 Lakh,22.0
7547,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2022,5.17,Comprehensive,10518,25.24,5.0,Grey,Kolkata,5.17 Lakh,5.17
7548,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2020,4.56,Comprehensive,6204,23.1,5.0,Grey,Kolkata,4.56 Lakh,4.56
7549,Diesel,MUV,Manual,1,Mahindra,Mahindra Marazzo,2020,12.5,Third Party insurance,20000,17.3,8.0,Blue,Kolkata,12.50 Lakh,12.5
7550,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,3.11,Third Party,23696,18.5,5.0,Brown,Kolkata,3.11 Lakh,3.11
7551,Diesel,MUV,Manual,1,Toyota,Toyota Innova,2016,9.5,Third Party insurance,112000,12.99,8.0,White,Kolkata,9.50 Lakh,9.5
7552,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,3.05,Comprehensive,7569,22.05,5.0,Blue,Kolkata,3.05 Lakh,3.05
7553,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2019,5.83,Comprehensive,18800,21.21,5.0,Blue,Kolkata,5.83 Lakh,5.83
7554,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2018,2.5,Third Party insurance,32147,24.04,5.0,Red,Kolkata,2.50 Lakh,2.5
7555,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2016,4.3,Comprehensive,27000,17.0,5.0,White,Kolkata,4.30 Lakh,4.3
7556,Petrol,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,2010,1.5,Third Party,35100,18.6,5.0,Green,Kolkata,1.50 Lakh,1.5
7557,Petrol,SUV,Manual,1,Tata,Tata Nexon,2022,6.5,Third Party insurance,20000,17.33,5.0,Others,Kolkata,6.50 Lakh,6.5
7558,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,3.3,Comprehensive,31458,18.9,5.0,Silver,Kolkata,3.30 Lakh,3.3
7559,Petrol,Sedan,Automatic,1,Audi,Audi A4,2015,14.99,Third Party,12000,15.64,5.0,White,Kolkata,14.99 Lakh,14.99
7560,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2021,6.75,Third Party insurance,10000,18.6,5.0,Black,Kolkata,6.75 Lakh,6.75
7561,Diesel,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2018,7.75,Comprehensive,32000,24.3,5.0,Cherry Red,Kolkata,7.75 Lakh,7.75
7562,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2012,2.8,Comprehensive,37659,22.9,5.0,Orange,Kolkata,2.80 Lakh,2.8
7563,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2020,5.88,Comprehensive,31479,22.61,5.0,Blue,Kolkata,5.88 Lakh,5.88
7564,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,3.29,Comprehensive,10998,22.05,5.0,Silver,Kolkata,3.29 Lakh,3.29
7565,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2021,4.6,Third Party insurance,10000,22.0,5.0,Gray,Kolkata,4.60 Lakh,4.6
7566,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2021,4.79,Comprehensive,27370,32.52,5.0,White,Kolkata,4.79 Lakh,4.79
7567,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2016,3.8,Comprehensive,39714,20.4,5.0,Silver,Kolkata,3.80 Lakh,3.8
7568,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2015,2.35,Comprehensive,34000,21.1,5.0,Blue,Kolkata,2.35 Lakh,2.35
7569,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2015,3.09,Comprehensive,41469,20.36,5.0,Grey,Kolkata,3.09 Lakh,3.09
7570,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.7,Comprehensive,6033,21.4,5.0,Grey,Kolkata,6.70 Lakh,6.7
7571,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,2.69,Comprehensive,28036,24.7,5.0,White,Kolkata,2.69 Lakh,2.69
7572,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2014,2.48,Comprehensive,19631,22.74,5.0,Red,Kolkata,2.48 Lakh,2.48
7573,Diesel,SUV,Manual,1,Mahindra,Mahindra KUV 100,2016,3.0,Third Party insurance,70000,25.32,6.0,Others,Kolkata,3 Lakh,3.0
7574,Petrol,Sedan,Manual,1,Honda,Honda City,2015,4.6,Comprehensive,50000,17.8,5.0,Silver,Kolkata,4.60 Lakh,4.6
7575,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2020,10.75,Comprehensive,33197,15.1,7.0,White,Kolkata,10.75 Lakh,10.75
7576,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.7,Third Party insurance,29000,21.4,5.0,Grey,Kolkata,5.70 Lakh,5.7
7577,Petrol,SUV,Automatic,1,Tata,Tata Nexon,2021,9.75,Comprehensive,60000,16.35,5.0,Green,Kolkata,9.75 Lakh,9.75
7578,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2018,3.3,Third Party insurance,48000,20.51,5.0,Grey,Kolkata,3.30 Lakh,3.3
7579,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2013,2.2,Third Party insurance,10000,21.1,5.0,Others,Kolkata,2.20 Lakh,2.2
7580,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,4.95,Comprehensive,41000,22.0,5.0,Sunset Red,Kolkata,4.95 Lakh,4.95
7581,Diesel,SUV,Manual,2,Mahindra,Mahindra Scorpio,2017,8.9,Comprehensive,79955,15.4,9.0,White,Kolkata,8.90 Lakh,8.9
7582,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,35.0,Comprehensive,25910,19.27,5.0,White,Kolkata,35 Lakh,35.0
7583,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2018,2.79,Comprehensive,44446,21.1,5.0,Red,Kolkata,2.79 Lakh,2.79
7584,Diesel,Hatchback,Manual,1,Tata,Tata Tiago,2018,4.24,Comprehensive,30658,27.28,5.0,Red,Kolkata,4.24 Lakh,4.24
7585,Petrol,Sedan,Manual,1,Honda,Honda City,2017,5.95,Third Party insurance,44000,17.8,5.0,Red,Kolkata,5.95 Lakh,5.95
7586,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2017,3.52,Third Party,55073,23.84,5.0,Others,Kolkata,3.52 Lakh,3.52
7587,Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2012,4.81,Comprehensive,43886,14.53,5.0,White,Kolkata,4.81 Lakh,4.81
7588,Diesel,MUV,Manual,1,Mahindra,Mahindra Marazzo,2022,10.9,Third Party insurance,20000,17.3,8.0,Others,Kolkata,10.90 Lakh,10.9
7589,Petrol,Sedan,Manual,2,Honda,Honda City,2016,4.64,Comprehensive,118569,17.8,5.0,Silver,Kolkata,4.64 Lakh,4.64
7590,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2014,3.4,Third Party insurance,30000,20.34,5.0,Others,Kolkata,3.40 Lakh,3.4
7591,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,3.52,Zero Dep,18060,24.7,5.0,Red,Kolkata,3.52 Lakh,3.52
7592,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,3.19,Comprehensive,94042,18.0,5.0,Others,Kolkata,3.19 Lakh,3.19
7593,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2017,10.75,Comprehensive,90438,15.4,8.0,Black,Kolkata,10.75 Lakh,10.75
7594,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2009,1.4,Third Party insurance,120000,18.9,5.0,Gray,Kolkata,1.40 Lakh,1.4
7595,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2009,1.25,Third Party insurance,80000,17.92,5.0,Others,Kolkata,1.25 Lakh,1.25
7596,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,12.0,Third Party insurance,50000,17.1,5.0,Others,Kolkata,12 Lakh,12.0
7597,Petrol,Hatchback,Manual,3,Maruti,Maruti Ritz,2010,1.6,Third Party insurance,60000,18.5,5.0,Others,Kolkata,1.60 Lakh,1.6
7598,Petrol,Hatchback,Manual,2,Maruti,Maruti Estilo,2010,1.2,Third Party insurance,70000,19.5,5.0,Others,Kolkata,1.20 Lakh,1.2
7599,Petrol,SUV,Automatic,2,MG,MG Hector,2020,14.99,Third Party insurance,30000,13.96,5.0,Others,Kolkata,14.99 Lakh,14.99
7600,Petrol,SUV,Manual,1,Kia,Kia Sonet,2021,9.75,Third Party,975000,18.2,5.0,Black,Kolkata,9.75 Lakh,9.75
7601,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,9.99,Comprehensive,55000,19.67,5.0,Grey,Kolkata,9.99 Lakh,9.99
7602,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,25.0,Third Party insurance,30000,19.27,5.0,Others,Kolkata,25 Lakh,25.0
7603,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,1.96,Comprehensive,104900,20.36,5.0,Golden,Kolkata,1.96 Lakh,1.96
7604,Petrol,Sedan,Manual,2,Toyota,Toyota Yaris,2018,6.83,Third Party,24092,17.1,5.0,Brown,Kolkata,6.83 Lakh,6.83
7605,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2017,5.0,Third Party insurance,90000,26.59,5.0,Others,Kolkata,5 Lakh,5.0
7606,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,6.49,Comprehensive,28519,19.33,5.0,Golden,Kolkata,6.49 Lakh,6.49
7607,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,3.86,Third Party insurance,88785,18.7,5.0,Silver,Kolkata,3.86 Lakh,3.86
7608,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2015,3.0,Third Party insurance,90000,16.2,5.0,Others,Kolkata,3 Lakh,3.0
7609,Diesel,MUV,Manual,1,Tata,Tata Hexa,2019,8.88,Comprehensive,79755,17.6,7.0,Blue,Kolkata,8.88 Lakh,8.88
7610,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2017,5.6,Third Party insurance,80000,18.6,5.0,Silver,Kolkata,5.60 Lakh,5.6
7611,Petrol,Hatchback,Manual,2,Mahindra,Mahindra KUV 100 NXT,2017,4.36,Third Party,68832,18.15,5.0,Silver,Kolkata,4.36 Lakh,4.36
7612,Diesel,SUV,Manual,2,Jeep,Jeep Compass,2017,10.32,Comprehensive,70857,16.3,5.0,Silver,Kolkata,10.32 Lakh,10.32
7613,Petrol,Sedan,Manual,3,Honda,Honda City,2010,2.7,Third Party insurance,50000,17.0,5.0,Others,Kolkata,2.70 Lakh,2.7
7614,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2015,4.75,Third Party insurance,80000,26.21,5.0,Others,Kolkata,4.75 Lakh,4.75
7615,Diesel,Hatchback,Manual,2,Maruti,Maruti Ritz,2010,1.4,Third Party insurance,110000,21.1,5.0,Others,Kolkata,1.40 Lakh,1.4
7616,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,3.2,Third Party insurance,60000,20.51,5.0,Others,Kolkata,3.20 Lakh,3.2
7617,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,3.4,Third Party insurance,70000,18.9,5.0,Others,Kolkata,3.40 Lakh,3.4
7618,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2011,2.5,Third Party insurance,100000,17.5,5.0,Others,Kolkata,2.50 Lakh,2.5
7619,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2014,3.25,Comprehensive,38000,19.1,5.0,Silver,Kolkata,3.25 Lakh,3.25
7620,Petrol,Hatchback,Manual,5,Hyundai,Hyundai i20,2013,2.6,Third Party insurance,60000,18.5,5.0,Others,Kolkata,2.60 Lakh,2.6
7621,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2014,7.99,Comprehensive,55000,12.99,8.0,Silver,Kolkata,7.99 Lakh,7.99
7622,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,4.0,Third Party insurance,60000,19.1,5.0,Others,Kolkata,4 Lakh,4.0
7623,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2022,9.56,Comprehensive,4034,18.27,5.0,Blue,Kolkata,9.56 Lakh,9.56
7624,Diesel,Hatchback,Manual,2,Chevrolet,Chevrolet Beat,2014,2.1,Comprehensive,28614,25.44,5.0,Silver,Kolkata,2.10 Lakh,2.1
7625,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2010,2.4,Third Party insurance,60000,18.9,5.0,Others,Kolkata,2.40 Lakh,2.4
7626,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2015,2.39,Comprehensive,34895,22.74,5.0,White,Kolkata,2.39 Lakh,2.39
7627,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2021,8.61,Comprehensive,5891,19.56,5.0,Silver,Kolkata,8.61 Lakh,8.61
7628,Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,35.0,Comprehensive,28204,12.0,5.0,Brown,Kolkata,35 Lakh,35.0
7629,Petrol,Hatchback,Automatic,2,Maruti,Maruti Ignis,2020,5.98,Comprehensive,17776,20.89,5.0,Blue,Kolkata,5.98 Lakh,5.98
7630,Diesel,Sedan,Manual,1,Honda,Honda City,2017,7.5,Third Party insurance,66000,26.0,5.0,White,Kolkata,7.50 Lakh,7.5
7631,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2020,5.59,Comprehensive,10667,20.52,5.0,Silver,Kolkata,5.59 Lakh,5.59
7632,Diesel,SUV,Manual,1,Kia,Kia Sonet,2021,10.35,Comprehensive,27218,18.4,5.0,Red,Kolkata,10.35 Lakh,10.35
7633,Petrol,Coupe,Automatic,1,BMW,BMW 3 Series Gran Limousine,2023,58.95,Third Party insurance,170,15.39,5.0,White,Kolkata,58.95 Lakh,58.95
7634,Petrol,Hatchback,Manual,1,Ford,Ford Figo,2015,2.59,Comprehensive,28000,18.16,5.0,Grey,Kolkata,2.59 Lakh,2.59
7635,Petrol,Coupe,Automatic,2,Audi,Audi S5 Sportback,2021,59.5,Third Party insurance,12300,19.24556842105263,5.0,Blue,Kolkata,59.50 Lakh,59.5
7636,Petrol,SUV,Automatic,2,Kia,Kia Seltos,2020,13.0,Comprehensive,10372,19.24556842105263,5.0,White,Kolkata,13 Lakh,13.0
7637,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.5,Comprehensive,6000,21.4,5.0,Blue,Kolkata,6.50 Lakh,6.5
7638,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2018,10.99,Comprehensive,30022,14.1,5.0,Grey,Kolkata,10.99 Lakh,10.99
7639,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2018,9.99,Third Party insurance,47000,16.0,5.0,White,Kolkata,9.99 Lakh,9.99
7640,Diesel,SUV,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2021,54.0,Comprehensive,50247,19.24556842105263,5.0,Silicon Silver,Kolkata,54 Lakh,54.0
7641,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2022,5.53,Zero Dep,2704,21.7,5.0,Silver,Kolkata,5.53 Lakh,5.53
7642,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2022,6.32,Zero Dep,14425,24.97,5.0,Brown,Kolkata,6.32 Lakh,6.32
7643,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,3.3,Third Party insurance,40000,20.89,5.0,Others,Kolkata,3.30 Lakh,3.3
7644,Petrol,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,2017,6.9,Third Party,32488,18.19,5.0,Silver,Kolkata,6.90 Lakh,6.9
7645,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,2.19,Comprehensive,73949,19.4,5.0,Others,Kolkata,2.19 Lakh,2.19
7646,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2018,3.5,Third Party insurance,40000,23.1,5.0,Silver,Kolkata,3.50 Lakh,3.5
7647,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,3.38,Comprehensive,55920,18.9,5.0,Others,Kolkata,3.38 Lakh,3.38
7648,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,5.0,Third Party insurance,30000,17.0,5.0,Others,Kolkata,5 Lakh,5.0
7649,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.08,Comprehensive,33805,22.38,5.0,Others,Kolkata,4.08 Lakh,4.08
7650,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2014,2.89,Comprehensive,73781,19.1,5.0,Others,Kolkata,2.89 Lakh,2.89
7651,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2015,2.3,Third Party insurance,50000,22.74,5.0,White,Kolkata,2.30 Lakh,2.3
7652,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2014,3.95,Third Party insurance,65000,18.6,5.0,Red,Kolkata,3.95 Lakh,3.95
7653,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2011,2.2,Third Party,48072,18.5,5.0,Grey,Kolkata,2.20 Lakh,2.2
7654,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,12.0,Third Party insurance,75420,16.5,5.0,Red,Kolkata,12 Lakh,12.0
7655,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,30.5,Third Party insurance,16100,12.6,5.0,Blue,Kolkata,30.50 Lakh,30.5
7656,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,7.25,Comprehensive,40722,24.3,5.0,Red,Kolkata,7.25 Lakh,7.25
7657,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,4.3,Third Party insurance,40000,21.21,5.0,Others,Kolkata,4.30 Lakh,4.3
7658,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2008,2.0,Third Party insurance,50000,16.1,5.0,Silver,Kolkata,2 Lakh,2.0
7659,Petrol,Hatchback,Manual,2,Maruti,Maruti Estilo,2009,1.2,Third Party insurance,50000,19.5,5.0,Gold,Kolkata,1.20 Lakh,1.2
7660,Petrol,Sedan,Manual,3,Volkswagen,Volkswagen Ameo,2017,4.7,Third Party insurance,40000,17.0,5.0,Others,Kolkata,4.70 Lakh,4.7
7661,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,2.96,Comprehensive,3188,22.05,5.0,White,Kolkata,2.96 Lakh,2.96
7662,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,5.27,Comprehensive,34233,18.6,5.0,Red,Kolkata,5.27 Lakh,5.27
7663,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,1.4,Third Party insurance,50000,19.24556842105263,5.0,Others,Kolkata,1.40 Lakh,1.4
7664,Petrol,Sedan,Automatic,1,Honda,Honda City,2016,5.91,Third Party,51767,18.0,5.0,Black,Kolkata,5.91 Lakh,5.91
7665,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,4.8,Comprehensive,40965,18.6,5.0,Blue,Kolkata,4.80 Lakh,4.8
7666,Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2011,2.5,Third Party insurance,70000,17.01,5.0,Others,Kolkata,2.50 Lakh,2.5
7667,Petrol,SUV,Manual,2,Tata,Tata Nexon,2022,8.22,Third Party,8176,17.33,5.0,Red,Kolkata,8.22 Lakh,8.22
