it,ft,bt,transmission,ownerNo,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Max Power.1,Seating Capacity.1,Steering Type.1,Tyre Type.1,Alloy Wheel Size.1,No Door Numbers.1,Gear Box,Drive Type,Seating Capacity.2,Steering Type.2,Tyre Type.2,No Door Numbers.2,Alloy Wheel Size.2,City,Top Speed.1,Drive Type.1,Turning Radius.1,Rear Brake Type.1,Gear Box.1,Front Brake Type.1,Acceleration.1
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,₹ 6.72 Lakh,Third Party insurance,"55,943 Kms",18.6 kmpl,1197 CC,5.0,Silver,81.83bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,5.0,,Hyderabad,,,,,,,
0,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,₹ 13.50 Lakh,Third Party insurance,"71,000 Kms",17.01 kmpl,1582 CC,5.0,White,126.2bhp@4000rpm,,,,,,6 Speed,FWD,5.0,Power,Tubeless,5.0,17,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2018,₹ 4.57 Lakh,Third Party insurance,"1,17,924 Kms",23.1 kmpl,998 CC,5.0,Others,67.04bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless, Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,₹ 3.11 Lakh,Comprehensive,"92,195 Kms",18.9 kmpl,998 CC,5.0,White,67.1bhp@6200rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless, Radial",4.0,14,Hyderabad,,,,,,,
0,Petrol,Sedan,Automatic,3,Hyundai,Hyundai Sonata,2003,₹ 1.50 Lakh,Third Party insurance,"40,000 Kms",11 kmpl,2359 CC,5.0,Silver,"165 @ 5,800 (PS@rpm)",,,,,,4 Speed,,5.0,Power,"Tubeless,Radial",4.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,₹ 6.23 Lakh,Comprehensive,"49,009 Kms",22.56 kmpl,1197 CC,5.0,Blue,88.50bhp@6000rpm,,,,,,5-Speed,,5.0,Electric,"Radial, Tubeless",5.0,,Hyderabad,,,,,,,
0,Petrol,SUV,Automatic,1,Kia,Kia Sonet,2020,₹ 10.90 Lakh,Comprehensive,"31,650 Kms",18.3 kmpl,998 CC,5.0,Black,118.36bhp@6000rpm,,,,,,7 Speed DCT,FWD,5.0,Electric,"Tubeless, Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,MUV,Manual,1,Kia,Kia Carens,2022,₹ 16 Lakh,Third Party insurance,"20,000 Kms",16.2 kmpl,1353 CC,7.0,White,138.05bhp@6000rpm,,,,,,6-Speed,2WD,7.0,Power,"Tubeless, Radial",5.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,₹ 2 Lakh,Third Party insurance,"70,000 Kms",20.36 kmpl,1197 CC,5.0,Others,78.9bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,13,Hyderabad,,,,,,,
0,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2018,₹ 9.25 Lakh,Comprehensive,"39,000 Kms",18 kmpl,1582 CC,5.0,Black,126.2bhp@4000rpm,,,,,,6 Speed,,5.0,Power,Tubeless,4.0,15,Hyderabad,,,,,,,
0,Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV300,2022,₹ 11.50 Lakh,Third Party insurance,"10,000 Kms",16.5 kmpl,1197 CC,5.0,Others,108.62bhp@5000rpm,,,,,,6 Speed,,5.0,Power,"Tubeless, Radial",5.0,,Hyderabad,,,,,,,
0,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,₹ 11.50 Lakh,Comprehensive,"93,615 Kms",17.01 kmpl,1582 CC,5.0,White,126.2bhp@4000rpm,,,,,,6 Speed,FWD,5.0,Power,Tubeless,5.0,17,Hyderabad,,,,,,,
0,Petrol,MUV,Manual,1,Toyota,Toyota Innova Crysta,2022,₹ 25.50 Lakh,Third Party insurance,"6,400 Kms",8 kmpl,2694 CC,7.0,White,163.60bhp@5200rpm,,,,,,5 Speed,RWD,7.0,Power,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2022,₹ 8.95 Lakh,Comprehensive,"16,727 Kms",20.65 kmpl,1462 CC,5.0,Others,103.25bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless, Radial",4.0,15,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,3,Hyundai,Hyundai Creta,2019,₹ 10.09 Lakh,Third Party insurance,"63,334 Kms",15.8 kmpl,1591 CC,5.0,Red,121.3bhp@6400rpm,,,,,,6 Speed,FWD,5.0,Power,Tubeless,5.0,17,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,₹ 10.50 Lakh,Comprehensive,"14,000 Kms",20 kmpl,999 CC,5.0,Red,98.63bhp@5000rpm,,,,,,5 Speed,,5.0,Electronic,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,₹ 4.41 Lakh,Third Party insurance,"96,540 Kms",20.89 kmpl,1197 CC,5.0,Blue,81.80bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Electrical,"Tubeless,Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,Sedan,Automatic,1,Toyota,Toyota Yaris,2018,₹ 7.59 Lakh,Third Party insurance,"92,585 Kms",17.8 kmpl,1496 CC,5.0,White,105.94bhp@6000rpm,,,,,,7 Speed CVT,FWD,5.0,Power,"Tubless, Radial",4.0,,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2014,₹ 4.25 Lakh,Third Party insurance,"53,861 Kms",15.8 kmpl,1499 CC,5.0,Silver,110bhp@6300rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2012,₹ 3.06 Lakh,Third Party insurance,"65,761 Kms",18.9 kmpl,998 CC,5.0,Silver,67.1bhp@6200rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless, Radial",4.0,13,Hyderabad,,,,,,,
0,Diesel,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2015,₹ 6 Lakh,Third Party insurance,"67,000 Kms",22.27 kmpl,1498 CC,5.0,Golden,108.6bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Diesel,SUV,Manual,2,Jeep,Jeep Compass,2018,₹ 13.85 Lakh,Third Party,"1,22,100 Kms",17.1 kmpl,1956 CC,5.0,Silver,170bhp@3750rpm,,,,,,6 Speed,4X2,5.0,Power,"Radial, Tubless",5.0,17,Hyderabad,,,,,,,
0,Diesel,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,₹ 7.36 Lakh,Comprehensive,"53,873 Kms",28.4 kmpl,1248 CC,5.0,Brown,74.02bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,₹ 8.40 Lakh,Third Party insurance,"60,000 Kms",24.3 kmpl,1248 CC,5.0,Others,88.5bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2013,₹ 4.26 Lakh,Third Party insurance,"89,197 Kms",22.9 kmpl,1248 CC,5.0,Red,74bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,14,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2020,₹ 3.05 Lakh,Third Party insurance,"30,000 Kms",22.7 kmpl,799 CC,5.0,Others,53.64bhp@5678rpm,,,,,,5-Speed,2WD,5.0,Power,,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,₹ 6.29 Lakh,Third Party insurance,"70,000 Kms",18.6 kmpl,1197 CC,5.0,Others,81.83bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2021,₹ 8.69 Lakh,Third Party,"28,700 Kms",19.56 kmpl,1197 CC,5.0,Grey,81.80bhp@6000rpm,,,,,,CVT,FWD,5.0,Electric,"Tubeless,Radial",5.0,R16,Hyderabad,,,,,,,
0,Petrol,Sedan,Automatic,2,Volkswagen,Volkswagen Virtus,2022,₹ 18.50 Lakh,Third Party insurance,"20,000 Kms",18.12 kmpl,999 CC,5.0,White,113.98bhp@5000-5500rpm,,,,,,6-Speed,,5.0,Electric,"Tubeless,Radial",4.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2012,₹ 3 Lakh,Comprehensive,"91,629 Kms",20.36 kmpl,1197 CC,5.0,Silver,78.9bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,13,Hyderabad,,,,,,,
0,Diesel,Hatchback,Manual,1,Ford,Ford Freestyle,2021,₹ 8.50 Lakh,Third Party insurance,"30,000 Kms",23.8 kmpl,1499 CC,5.0,White,98.96bhp@3750rpm,,,,,,5-Speed,FWD,5.0,Electric,Tubeless,5.0,R15,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,₹ 8.70 Lakh,Not Available,"7,058 Kms",21.01 kmpl,1197 CC,5.0,Nexa Blue,81.80bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Electric,"Tubeless,Radial",5.0,R16,Hyderabad,,,,,,,
0,Diesel,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,₹ 7.75 Lakh,Third Party insurance,"86,500 Kms",28.4 kmpl,1248 CC,5.0,White,74.02bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,2,Honda,Honda Amaze,2015,₹ 4.16 Lakh,Third Party,"76,438 Kms",18 kmpl,1198 CC,5.0,Brown,86.7bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,2017,₹ 10.25 Lakh,Zero Dep,"24,489 Kms",13 kmpl,1591 CC,5.0,Black,121.3bhp@6400rpm,,,,,,6 Speed,FWD,5.0,Power,Tubeless,5.0,17,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2022,₹ 7.90 Lakh,Third Party insurance,"20,000 Kms",22.56 kmpl,1197 CC,5.0,Others,88.50bhp@6000rpm,,,,,,5-Speed,,5.0,Electric,"Radial, Tubeless",5.0,,Hyderabad,,,,,,,
0,Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,₹ 8.55 Lakh,Comprehensive,"1,10,600 Kms",23.9 kmpl,1582 CC,5.0,Silver,126.2bhp@4000rpm,,,,,,6 Speed ,FWD,5.0,Power,Tubeless,4.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2019,₹ 6.49 Lakh,Third Party insurance,"63,840 Kms",21.4 kmpl,1197 CC,5.0,Blue,83.1bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,₹ 2.30 Lakh,Third Party insurance,"74,000 Kms",20.36 kmpl,1197 CC,5.0,Red,78.9bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,13,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2021,₹ 5.99 Lakh,Zero Dep,"21,314 Kms",19.01 kmpl,1199 CC,5.0,Silver,84.82bhp@6000rpm,,,,,,5-Speed,,5.0,Electric,"Tubeless, Radial",5.0,,Hyderabad,,,,,,,
0,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2017,₹ 9 Lakh,Comprehensive,"40,007 Kms",18 kmpl,1582 CC,5.0,White,126.2bhp@4000rpm,,,,,,6 Speed,,5.0,Power,Tubeless,4.0,15,Hyderabad,,,,,,,
0,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2015,₹ 6.22 Lakh,Third Party insurance,"89,997 Kms",26.59 kmpl,1248 CC,5.0,Red,74bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2014,₹ 3.62 Lakh,Comprehensive,"64,736 Kms",19.4 kmpl,1198 CC,5.0,White,86.8bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,,Hyderabad,,,,,,,
0,Diesel,SUV,Automatic,1,Audi,Audi Q3,2013,₹ 12.95 Lakh,Third Party insurance,"1,05,000 Kms",15.73 kmpl,1968 CC,5.0,White,174.33bhp@4200rpm,,,,,,7-Speed S-Tronic ,AWD,5.0,Power,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2020,₹ 9.64 Lakh,Comprehensive,"40,687 Kms",18.55 kmpl,1462 CC,5.0,Others,103.25bhp@6000rpm,,,,,,5 Speed,FWD,5.0,,"Radial,Tubeless",5.0,16,Hyderabad,,,,,,,
0,Petrol,Sedan,Automatic,2,Ford,Ford Fiesta,2012,₹ 3.95 Lakh,Third Party insurance,"33,000 Kms",16.97 kmpl,1499 CC,5.0,Blue,107.5bhp@6045rpm,,,,,,6 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,₹ 4.60 Lakh,Third Party insurance,"57,000 Kms",23.1 kmpl,998 CC,5.0,Silver,67.04bhp@6000rpm,,,,,,5 Speed ,FWD,5.0,Power,"Tubeless, Radial",5.0,,Hyderabad,,,,,,,
0,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2006,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",12.8 kmpl,2494 CC,8.0,Others,"102@3,600 (PS@rpm)",,,,,,5 Speed,,8.0,Power,"Tubeless,Radial",5.0,15,Hyderabad,,,,,,,
0,Diesel,SUV,Manual,1,Kia,Kia Seltos,2019,₹ 13.25 Lakh,Third Party insurance,"88,000 Kms",20.8 kmpl,1493 CC,5.0,Blue,113.43bhp@4000rpm,,,,,,6-Speed,FWD,5.0,Electric,"Tubeless, Radial",5.0,17,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2009,₹ 2.15 Lakh,Third Party insurance,"80,000 Kms",20.36 kmpl,1197 CC,5.0,Others,78.9bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,13,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2020,₹ 10.50 Lakh,Third Party insurance,"49,500 Kms",18 kmpl,998 CC,5.0,Red,118.35bhp@6000rpm,,,,,,6-Speed IMT,FWD,5.0,Electric,Radial,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2020,₹ 4.65 Lakh,Third Party insurance,"15,985 Kms",21.46 kmpl,999 CC,5.0,Brown,67.06bhp@5500rpm,,,,,,5 Speed,,5.0,Electric,"Radial, Tubeless",5.0,,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,2,Honda,Honda City,2015,₹ 5.74 Lakh,Comprehensive,"85,871 Kms",17.4 kmpl,1497 CC,5.0,Red,117.3bhp@6600rpm,,,,,,5 Speed ,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2012,₹ 2.95 Lakh,Third Party insurance,"73,665 Kms",20.36 kmpl,1197 CC,5.0,Silver,78.9bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,13,Hyderabad,,,,,,,
0,Petrol,SUV,Automatic,1,Land Rover,Land Rover Range Rover,2020,₹ 2.60 Crore,Comprehensive,"31,614 Kms",13.33 kmpl,2995 CC,5.0,Black,335.25bhp@6500rpm,,,,,,8 Speed,4WD,5.0,Power,"Tubeless,Radial",5.0,20,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,1,Tata,Tata Tigor,2021,₹ 7.07 Lakh,Comprehensive,"70,380 Kms",19.28 kmpl,1199 CC,5.0,Blue,84.82bhp@6000rpm,,,,,,5-Speed,,5.0,Electric,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,₹ 6.05 Lakh,Third Party insurance,"73,202 Kms",18.6 kmpl,1197 CC,5.0,Red,81.83bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,5.0,16,Hyderabad,,,,,,,
0,Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2016,₹ 5.65 Lakh,Third Party insurance,"80,000 Kms",18.3 kmpl,1199 CC,5.0,Goldan BRWOON,88.76bhp@6000rpm,,,,,,CVT,FWD,5.0,Electric,"Tubeless,Radial",4.0,,Hyderabad,,,,,,,
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2017,₹ 6.08 Lakh,Comprehensive,"58,006 Kms",25.2 kmpl,1248 CC,5.0,White,74bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless Tyres,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2019,₹ 7.25 Lakh,Third Party insurance,"64,000 Kms",21.21 kmpl,1197 CC,5.0,m grey,81.80bhp@6000rpm,,,,,,5,FWD,5.0,Electric,Tubeless,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2014,₹ 3.69 Lakh,Third Party insurance,"50,670 Kms",19.4 kmpl,1198 CC,5.0,White,86.8bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Santro,2020,₹ 5.08 Lakh,Third Party insurance,"41,058 Kms",20.3 kmpl,1086 CC,5.0,Others,68.05bhp@5500rpm,,,,,,5 Speed,FWD,5.0,Electric,"Tubeless,Radial",5.0,,Hyderabad,,,,,,,
0,Diesel,SUV,Manual,1,Renault,Renault Duster,2013,₹ 3.60 Lakh,Third Party insurance,"1,20,000 Kms",20.45 kmpl,1461 CC,5.0,White,83.8bhp@3750rpm,,,,,,5 speed,FWD,5.0,Power,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R Stingray,2014,₹ 3.99 Lakh,Third Party insurance,"56,367 Kms",20.51 kmpl,998 CC,5.0,Silver,67.04bhp@6200rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless Tyres,5.0,14,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,₹ 9.20 Lakh,Third Party insurance,"41,000 Kms",18.27 kmpl,998 CC,5.0,Grey,118.35bhp@6000rpm,,,,,,6-Speed,FWD,5.0,Electric,Radial,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,₹ 7.40 Lakh,Third Party insurance,"40,000 Kms",18.6 kmpl,1197 CC,5.0,Blue,81.86bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,5.0,15,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2016,₹ 6.25 Lakh,Third Party insurance,"16,000 Kms",18.9 kmpl,1197 CC,5.0,Maroon,82bhp@6000rpm,,,,,,4 Speed,FWD,5.0,Power,Tubeless,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,₹ 4.50 Lakh,Third Party insurance,"69,900 Kms",23.1 kmpl,998 CC,5.0,Silver,67.04bhp@6000rpm,,,,,,5 Speed ,FWD,5.0,Power,"Tubeless, Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,1,Honda,Honda City,2016,₹ 6.50 Lakh,Third Party insurance,"1,20,000 Kms",17.8 kmpl,1497 CC,5.0,Silver,117.3bhp@6600rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2016,₹ 4.50 Lakh,Third Party insurance,"95,000 Kms",23.84 kmpl,1199 CC,5.0,Silver,84bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,5.0,14,Hyderabad,,,,,,,
0,Diesel,Sedan,Automatic,1,Audi,Audi A3,2018,₹ 24.45 Lakh,Comprehensive,"35,000 Kms",20.38 kmpl,1968 CC,5.0,Black,143bhp@3500-4000rpm,,,,,,6 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,16,Hyderabad,,,,,,,
0,Petrol,Sedan,Automatic,1,Honda,Honda City,2014,₹ 6.75 Lakh,Third Party insurance,"66,000 Kms",18 kmpl,1497 CC,5.0,White,117.3bhp@6600rpm,,,,,,5 Speed CVT,FWD,5.0,Power,"Tubeless,Radial",4.0,,Hyderabad,,,,,,,
0,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2016,₹ 6.52 Lakh,Zero Dep,"67,905 Kms",28.09 kmpl,1248 CC,5.0,Silver,88.5bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless, Radial",4.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,₹ 4.96 Lakh,Third Party insurance,"19,348 Kms",20.3 kmpl,1086 CC,5.0,Others,68bhp@5500rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2017,₹ 6.50 Lakh,Third Party insurance,"35,000 Kms",17.8 kmpl,1198 CC,5.0,Brown,86.7bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,₹ 7.89 Lakh,Comprehensive,"30,811 Kms",17.01 kmpl,1591 CC,5.0,Others,121.3bhp@6300rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,4.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio X,2019,₹ 4.58 Lakh,Zero Dep,"73,227 Kms",21.63 kmpl,998 CC,5.0,Others,67.05bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Electric,"Radial,Tubeless",5.0,,Hyderabad,,,,,,,
0,Diesel,Sedan,Manual,2,Tata,Tata Manza,2010,₹ 2 Lakh,Third Party insurance,"80,000 Kms",19 kmpl,1248 CC,5.0,White,90 PS@ 4000 rpm ,,,,,,5 Speed,,5.0,Power,Tubeless Radials Tyre,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,₹ 3.11 Lakh,Third Party,"90,184 Kms",19.4 kmpl,1198 CC,5.0,White,86.8bhp@6000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,14,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2021,₹ 10 Lakh,Third Party insurance,"30,000 Kms",18.55 kmpl,1462 CC,5.0,Blue,103.25bhp@6000rpm,,,,,,5 Speed,FWD,5.0,,"Radial,Tubeless",5.0,16,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2016,₹ 6.13 Lakh,Third Party,"66,039 Kms",17.01 kmpl,1591 CC,5.0,Others,121.3bhp@6300rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,4.0,16,Hyderabad,,,,,,,
0,Diesel,Sedan,Manual,2,Hyundai,Hyundai Xcent,2017,₹ 3.90 Lakh,Third Party insurance,"1,20,000 Kms",25.4 kmpl,1186 CC,5.0,Others,73.97bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,Tubeless,4.0,,Hyderabad,,,,,,,
0,Petrol,Sedan,Manual,2,Honda,Honda City,2013,₹ 5.17 Lakh,Comprehensive,"89,205 Kms",16.8 kmpl,1497 CC,5.0,Silver,116.3bhp@6600rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2020,₹ 9.99 Lakh,Third Party insurance,"50,000 Kms",18 kmpl,998 CC,5.0,Others,118.35bhp@6000rpm,,,,,,6-Speed iMT,FWD,5.0,Electric,Radial,5.0,,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2018,₹ 7.40 Lakh,Third Party insurance,"80,000 Kms",21.4 kmpl,1197 CC,5.0,Others,83.1bhp@6000rpm,,,,,,CVT,FWD,5.0,Power,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Diesel,SUV,Manual,1,MG,MG Hector,2020,₹ 16.50 Lakh,Third Party insurance,"29,000 Kms",17.41 kmpl,1956 CC,5.0,b red,167.68bhp@3750rpm,,,,,,6 Speed,FWD,5.0,,Radial,5.0,R17,Hyderabad,,,,,,,
0,Diesel,SUV,Automatic,1,BMW,BMW X1,2012,₹ 13.20 Lakh,Third Party insurance,"90,000 Kms",17.05 kmpl,1995 CC,5.0,Others,184bhp@4000rpm,,,,,,8-Speed ,RWD,5.0,Power,"Tubeless,Radial",5.0,17,Hyderabad,,,,,,,
0,Diesel,Sedan,Manual,1,Tata,Tata Manza,2011,₹ 2.20 Lakh,Third Party insurance,"1,20,000 Kms",21.12 kmpl,1248 CC,5.0,Red,88.8bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
0,Diesel,Hatchback,Manual,2,Fiat,Fiat Avventura,2015,₹ 4.20 Lakh,Third Party insurance,"1,00,000 Kms",20.5 kmpl,1248 CC,5.0,White,91.72bhp@4000rpm,,,,,,5 Speed,FWD,5.0,Power,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,₹ 5.50 Lakh,Not Available,"56,962 Kms",21.4 kmpl,1197 CC,5.0,Granite Grey,83.1bhp@6000rpm,,,,,,CVT,FWD,5.0,Power,"Tubeless,Radial",5.0,16,Hyderabad,,,,,,,
0,Diesel,Sedan,Automatic,1,Skoda,Skoda Rapid,2015,₹ 5.50 Lakh,Third Party insurance,"90,000 Kms",21.66 kmpl,1498 CC,5.0,Others,103.52bhp@4400rpm,,,,,,7 Speed,FWD,5.0,Power,"Tubeless,Radial",4.0,15,Hyderabad,,,,,,,
