it,ft,bt,transmission,ownerNo,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Max Power.1,Seating Capacity.1,Steering Type.1,Tyre Type.1,Alloy Wheel Size.1,No Door Numbers.1,Gear Box,Drive Type,Seating Capacity.2,Steering Type.2,Tyre Type.2,No Door Numbers.2,Alloy Wheel Size.2,City,Top Speed.1,Drive Type.1,Turning Radius.1,Rear Brake Type.1,Gear Box.1,Front Brake Type.1,Acceleration.1
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2020,₹ 8.25 Lakh,Third Party insurance,"37,000 Kms",17.52 kmpl,1197 CC,5.0,Blue,81.86bhp@6000rpm,5.0,Electric,Radial,,5.0,5-Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV700,2022,₹ 29 Lakh,Comprehensive,"20,000 Kms",,2198 CC,7.0,Silver,182.38bhp@3500rpm,7.0,Power,"Tubeless, Radial",18,5.0,6-Speed,AWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 5.50 Lakh,Comprehensive,"53,967 Kms",21.4 kmpl,1197 CC,5.0,Blue,83.1bhp@6000rpm,5.0,Power,"Tubeless,Radial",16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,₹ 2.99 Lakh,Comprehensive,"52,700 Kms",20.36 kmpl,1197 CC,5.0,Red,78.9bhp@6000rpm,5.0,Power,"Tubeless,Radial",13,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Automatic,1,Tata,Tata Nexon,2018,₹ 7.50 Lakh,Third Party insurance,"60,000 Kms",17 kmpl,1198 CC,5.0,Others,108.5bhp@5000rpm,5.0,Power,Tubeless Radial Tyres,16,5.0,6 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 5.50 Lakh,Comprehensive,"53,967 Kms",21.4 kmpl,1197 CC,5.0,Blue,83.1bhp@6000rpm,5.0,Power,"Tubeless,Radial",16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,2,Honda,Honda Amaze,2014,₹ 3.75 Lakh,Comprehensive,"99,225 Kms",18.6 kmpl,1199 CC,5.0,TAFETA WHITE,88.76bhp@6000rpm,5.0,Electric,"Tubeless,Radial",,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,2,Fiat,Fiat Linea,2011,₹ 2.65 Lakh,Third Party insurance,"60,000 Kms",16 kmpl,1368 CC,5.0,Silver,90 PS @ 6000 rpm,5.0,Power,"Tubeless,Radial",15,4.0,Five Speed,Front Wheel Drive,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2020,₹ 8.08 Lakh,Third Party,"48,220 Kms",17.1 kmpl,1199 CC,5.0,Red,88.50bhp@6000rpm,5.0,Electric,"Tubeless, Radial",15,5.0,7 Speed,,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,₹ 5.42 Lakh,Third Party insurance,"72,024 Kms",18.7 kmpl,1199 CC,5.0,Red,88.7bhp@6000rpm,5.0,Power,"Tubeless,Radial",15,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2016,₹ 5.29 Lakh,Third Party insurance,"80,000 Kms",15.5 kmpl,1198 CC,5.0,Others,86.7bhp@6000rpm,5.0,Power,"Tubeless,Radial",,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2017,₹ 6.84 Lakh,Third Party,"78,735 Kms",16.2 kmpl,1199 CC,5.0,Black,74bhp@5400rpm,5.0,Power,"Tubeless,Radial",15,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Manual,2,Ford,Ford Ecosport,2018,₹ 8.13 Lakh,Zero Dep,"72,955 Kms",23 kmpl,1498 CC,5.0,Red,98.96bhp@3750rpm,5.0,Power,"Tubeless,Radial",16,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2015,₹ 6.50 Lakh,Third Party insurance,"40,000 Kms",19.12 kmpl,1373 CC,5.0,Others,91.1bhp@6000rpm,5.0,Power,"Tubeless, Radial",15,4.0,4 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Manual,1,Jeep,Jeep Compass,2021,₹ 18.02 Lakh,Comprehensive,"14,037 Kms",14.3 kmpl,1368 CC,5.0,Grey,160.77bhp@5500rpm,5.0,Power,"Tubeless, Radial",17,5.0,6 Speed,4x2,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,₹ 7.45 Lakh,Comprehensive,"29,000 Kms",18.6 kmpl,1197 CC,5.0,Silver,81.86bhp@6000rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,₹ 6.19 Lakh,Third Party insurance,"69,864 Kms",21.4 kmpl,1197 CC,5.0,Silver,83.1bhp@6000rpm,5.0,Power,"Tubeless,Radial",16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2019,₹ 6.50 Lakh,Third Party insurance,"35,739 Kms",20.14 kmpl,1197 CC,5.0,Silver,81.86bhp@6000rpm,5.0,Power,Tubeless,14,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,2016,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",19 kmpl,1199 CC,5.0,Others,88.7bhp@6000rpm,5.0,Power,"Tubeless,Radial",15,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,2019,₹ 11.45 Lakh,Comprehensive,"18,000 Kms",24.52 kmpl,1248 CC,7.0,Silver,88.5bhp@4000rpm,7.0,Power,"Tubeless, Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Manual,1,Tata,Tata Harrier,2019,₹ 16 Lakh,Comprehensive,"21,000 Kms",16.35 kmpl,1956 CC,5.0,Orange,167.67bhp@3750rpm,5.0,Power,"Tubeless, Radial",17,5.0,6-Speed,,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 5.40 Lakh,Comprehensive,"70,404 Kms",21.4 kmpl,1197 CC,5.0,Grey,83.1bhp@6000rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2015,₹ 6.75 Lakh,Comprehensive,"63,000 Kms",16.09 kmpl,1598 CC,5.0,Black,103.2bhp@5250rpm,5.0,Power,"Tubeless,Radial",15,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Ameo,2017,₹ 5.10 Lakh,Third Party insurance,"88,000 Kms",17 kmpl,1198 CC,5.0,White,73.75bhp@5400rpm,5.0,Power,"Tubeless,Radial",16,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,1,Honda,Honda City,2017,₹ 8.30 Lakh,Comprehensive,"65,000 Kms",17.4 kmpl,1497 CC,5.0,Silver,117.6bhp@6600rpm,5.0,Power,"Tubeless,Radial",16,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Automatic,2,Land Rover,Land Rover Discovery Sport,2017,₹ 39 Lakh,Third Party insurance,"30,000 Kms",12.51 kmpl,2179 CC,7.0,Red,187.7bhp@3500rpm,7.0,Power,Tubeless Tyres,18,5.0,9 Speed,4WD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Automatic,1,Honda,Honda City,2012,₹ 5.10 Lakh,Comprehensive,"71,423 Kms",15.6 kmpl,1497 CC,5.0,Golden,116.3bhp@6600rpm,5.0,Power,"Tubeless,Radial",15,4.0,5 Speed AT+ Paddle Shifters,FWD,,,,,,Chennai,,,,,,,
0,Petrol,MUV,Automatic,1,Maruti,Maruti XL6,2019,₹ 12 Lakh,Third Party insurance,"80,000 Kms",17.99 kmpl,1462 CC,6.0,Others,103.2bhp@6000rpm,6.0,Power,"Tubeless,Radial",R15,5.0,4-Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,1,Honda,Honda City,2017,₹ 7.66 Lakh,Third Party,"85,759 Kms",17.8 kmpl,1497 CC,5.0,Brown,117.3bhp@6600rpm,5.0,Power,"Tubeless,Radial",15,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,₹ 4.49 Lakh,Zero Dep,"24,422 Kms",20.3 kmpl,1086 CC,5.0,Silver,68bhp@5500rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,4,Hyundai,Hyundai Verna,2017,₹ 7.50 Lakh,Third Party insurance,"90,000 Kms",17 kmpl,1591 CC,5.0,White,121.3bhp@6400rpm,5.0,Power,Tubeless,16,4.0,6 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,₹ 3.17 Lakh,Third Party,"67,091 Kms",19.4 kmpl,1198 CC,5.0,Red,86.8bhp@6000rpm,5.0,Power,"Tubeless,Radial",14,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Manual,1,MG,MG Hector,2020,₹ 15.60 Lakh,Third Party,"72,787 Kms",15.81 kmpl,1451 CC,5.0,Maroon,141bhp@5000rpm,5.0,,Radial,R17,5.0,6 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Manual,2,Ford,Ford Endeavour,2017,₹ 19 Lakh,Third Party insurance,"1,20,000 Kms",13.5 kmpl,2198 CC,7.0,Others,157.7bhp@3200rpm,7.0,Power,"Tubeless,Radial",18,5.0,6 Speed,4WD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,₹ 5.22 Lakh,Comprehensive,"90,142 Kms",18.9 kmpl,1197 CC,5.0,Red,81.86bhp@6000rpm,5.0,Power,Tubeless,,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,₹ 5 Lakh,Third Party insurance,"1,50,000 Kms",18.6 kmpl,1197 CC,5.0,Others,81.83bhp@6000rpm,5.0,Power,Tubeless,16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Ford,Ford Freestyle,2018,₹ 6.27 Lakh,Comprehensive,"33,256 Kms",19 kmpl,1194 CC,5.0,Red,94.68bhp@6500rpm,5.0,Power,Tubeless,15,5.0,5-Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2018,₹ 6.87 Lakh,Comprehensive,"70,027 Kms",21.4 kmpl,1197 CC,5.0,Silver,83.1bhp@6000rpm,5.0,Power,"Tubeless,Radial",16,5.0,CVT,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Manual,3,Hyundai,Hyundai Sonata,2007,₹ 2.05 Lakh,Third Party insurance,"1,20,000 Kms",13.6 kmpl,1991 CC,5.0,White,"142 @ 4,000 (PS@rpm)",5.0,Power,"Tubeless,Radial",16,4.0,6 Speed,,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2015,₹ 5.25 Lakh,Third Party insurance,"60,000 Kms",16.2 kmpl,1199 CC,5.0,Others,74bhp@5400rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2017,₹ 6.20 Lakh,Third Party insurance,"73,686 Kms",25.2 kmpl,1248 CC,5.0,Grey,74bhp@4000rpm,5.0,Power,Tubeless Tyres,,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Manual,2,Mahindra,Mahindra TUV 300,2018,₹ 8.25 Lakh,Comprehensive,"44,000 Kms",18.49 kmpl,1493 CC,7.0,Red,100bhp@3750rpm,7.0,Power,"Tubeless,Radials",15,5.0,5 Speed,RWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,₹ 5.30 Lakh,Comprehensive,"75,581 Kms",21.21 kmpl,1197 CC,5.0,White,81.80bhp@6000rpm,5.0,Electric,Tubeless,,5.0,5,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,₹ 36 Lakh,Comprehensive,"58,000 Kms",15.26 kmpl,2143 CC,5.0,Blue,203.2bhp@4200rpm,5.0,Power,"Tubeless,Radial",18,5.0,7 Speed,AWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Automatic,2,Audi,Audi A3,2015,₹ 19.50 Lakh,Comprehensive,"50,000 Kms",20.38 kmpl,1968 CC,5.0,P Black,143bhp@3500-4000rpm,5.0,Power,"Tubeless,Radial ",17,4.0,6 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Manual,1,Mahindra,Mahindra TUV 300,2015,₹ 6.50 Lakh,Third Party insurance,"1,00,000 Kms",18.49 kmpl,1493 CC,7.0,Others,100bhp@3750rpm,7.0,Power,"Tubeless,Radials",15,5.0,5 Speed,RWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,₹ 6.50 Lakh,Third Party insurance,"1,08,902 Kms",28.09 kmpl,1248 CC,5.0,White,88.5bhp@4000rpm,5.0,Power,"Tubeless, Radial",,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2016,₹ 5.70 Lakh,Comprehensive,"1,00,425 Kms",21.66 kmpl,1498 CC,5.0,Silver,108.62bhp@4000rpm,5.0,Power,"Tubeless,Radial",15,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,2,Hyundai,Hyundai Xcent,2016,₹ 4.58 Lakh,Third Party,"70,887 Kms",19.1 kmpl,1197 CC,5.0,Silver,82bhp@6000rpm,5.0,Power,Tubeless,15,4.0,5 Speed ,FWD ,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,2,Honda,Honda City,2016,₹ 5.77 Lakh,Comprehensive,"1,14,981 Kms",17.8 kmpl,1497 CC,5.0,Silver,117.3bhp@6600rpm,5.0,Power,"Tubeless,Radial",15,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,₹ 9 Lakh,Comprehensive,"45,000 Kms",17.5 kmpl,1199 CC,5.0,White,88.7bhp@6000rpm,5.0,Electric,"Tubeless,Radial",16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,₹ 6.49 Lakh,Comprehensive,"45,416 Kms",20.7 kmpl,1197 CC,5.0,White,81.86bhp@6000rpm,5.0,Electric,"Tubeless, Radial",14,5.0,5-Speed,,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,₹ 5.49 Lakh,Third Party insurance,"1,19,468 Kms",18.6 kmpl,1197 CC,5.0,Silver,81.83bhp@6000rpm,5.0,Power,Tubeless,16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Automatic,3,Volkswagen,Volkswagen Vento,2015,₹ 6.50 Lakh,Third Party insurance,"1,00,000 Kms",21.21 kmpl,1498 CC,5.0,Others,103.2bhp@4400rpm,5.0,Power,"Tubeless,Radial",15,4.0,7 Speed DSG,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,₹ 5.14 Lakh,Third Party,"1,19,975 Kms",22.41 kmpl,1197 CC,5.0,Red,88.50bhp@6000rpm,5.0,Electric,"Tubeless, Radial",,4.0,5 Speed,,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Automatic,1,BMW,BMW 3 Series,2017,₹ 39 Lakh,Comprehensive,"19,000 Kms",15.34 kmpl,1998 CC,5.0,White,252bhp@5200rpm,5.0,Power,"Tubeless,Radial",18,4.0,8 Speed,RWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,₹ 4.56 Lakh,Comprehensive,"64,906 Kms",18.9 kmpl,1197 CC,5.0,Silver,82bhp@6000rpm,5.0,Power,Tubeless,,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,₹ 5.02 Lakh,Comprehensive,"81,484 Kms",21.4 kmpl,1197 CC,5.0,Red,83.1bhp@6000rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2018,₹ 6.85 Lakh,Comprehensive,"45,067 Kms",21.21 kmpl,1197 CC,5.0,Blue,81.80bhp@6000rpm,5.0,Power,"Tubeless,Radial",,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2018,₹ 1.10 Crore,Third Party insurance,"68,000 Kms",7.81 kmpl,4663 CC,4.0,Blue,459bhp@5250-5500rpm,4.0,Power,"Tubeless,Radial",19,4.0,9 Speed,RWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,₹ 5.80 Lakh,Comprehensive,"65,768 Kms",18.7 kmpl,1199 CC,5.0,Brown,88.7bhp@6000rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2016,₹ 5.30 Lakh,Comprehensive,"61,000 Kms",18.7 kmpl,1199 CC,5.0,Golden brown,88.7bhp@6000rpm,5.0,Power,"Tubeless,Radial",15,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Automatic,3,Mercedes-Benz,Mercedes-Benz S-Class,2009,₹ 17 Lakh,Comprehensive,"50,000 Kms",13 kmpl,2987 CC,5.0,Silver,210@4000 (PS@rpm),5.0,Power,"Tubeless,Radial",17,4.0,7 Speed,RWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2018,₹ 43.75 Lakh,Comprehensive,"23,000 Kms",18.12 kmpl,1995 CC,5.0,Blue,190bhp@4000rpm,5.0,Power,"Tubeless,Radial",18,4.0,8 Speed,RWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Automatic,1,BMW,BMW 7 Series,2018,₹ 82 Lakh,Comprehensive,"17,000 Kms",16.46 kmpl,2993 CC,5.0,White,258bhp@4000rpm,5.0,Power,"Tubeless,Radial",19,4.0,8 Speed,RWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2017,₹ 4.20 Lakh,Comprehensive,"1,02,958 Kms",23.1 kmpl,998 CC,5.0,Grey,67.04bhp@6000rpm,5.0,Power,"Tubeless, Radial",,5.0,5 Speed ,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2013,₹ 7.75 Lakh,Comprehensive,"62,900 Kms",21.43 kmpl,1364 CC,5.0,Silver,87.2bhp@3800rpm,5.0,Power,"Tubeless,Radial",15,4.0,6 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,₹ 3.95 Lakh,Comprehensive,"65,076 Kms",20.51 kmpl,998 CC,5.0,Silver,67.04bhp@6200rpm,5.0,Power,Tubeless Tyres,,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 5.33 Lakh,Comprehensive,"75,876 Kms",21.4 kmpl,1197 CC,5.0,Blue,83.1bhp@6000rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,₹ 5.47 Lakh,Third Party insurance,"98,911 Kms",18.6 kmpl,1197 CC,5.0,Red,81.83bhp@6000rpm,5.0,Power,Tubeless,16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,₹ 3.95 Lakh,Comprehensive,"45,000 Kms",23.1 kmpl,998 CC,5.0,Blue,67.04bhp@6000rpm,5.0,Power,"Tubeless, Radial",,5.0,5 Speed ,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2017,₹ 9.08 Lakh,Third Party,"76,089 Kms",19.08 kmpl,1582 CC,5.0,White,126.2bhp@4000rpm,5.0,Power,Tubeless,16,4.0,4 Speed ,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,₹ 5.21 Lakh,Third Party,"54,505 Kms",18.9 kmpl,1197 CC,5.0,Silver,81.86bhp@6000rpm,5.0,Power,Tubeless,,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,₹ 22.90 Lakh,Third Party insurance,"24,000 Kms",20.38 kmpl,1968 CC,5.0,White,143bhp@3500-4000rpm,5.0,Power,"Tubeless,Radial",16,4.0,6 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,₹ 5.07 Lakh,Zero Dep,"96,573 Kms",22.41 kmpl,1197 CC,5.0,Red,88.50bhp@6000rpm,5.0,Electric,"Tubeless, Radial",,4.0,5 Speed,,,,,,,Chennai,,,,,,,
0,Diesel,SUV,Automatic,1,Kia,Kia Seltos,2019,₹ 16.25 Lakh,Comprehensive,"30,000 Kms",,1493 CC,5.0,White,113.43bhp@4000rpm,5.0,Electric,"Tubeless, Radial",17,5.0,6-Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,₹ 5.28 Lakh,Comprehensive,"63,720 Kms",18.9 kmpl,1197 CC,5.0,Orange,82bhp@6000rpm,5.0,Power,Tubeless,14,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,₹ 4.35 Lakh,Comprehensive,"14,411 Kms",22.05 kmpl,796 CC,5.0,Silver,47.33bhp@6000rpm,5.0,,Tubeless Tyres,,5.0,5 Speed,,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Automatic,1,Volkswagen,Volkswagen Taigun,2022,₹ 14.90 Lakh,Comprehensive,"11,000 Kms",18.41 kmpl,999 CC,5.0,Red,113.98bhp@5000-5500rpm,5.0,Electric,"Tubeless,Radial",16,5.0,6-Speed,,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,₹ 17.90 Lakh,Comprehensive,"21,000 Kms",18.86 kmpl,1498 CC,5.0,Silver,147.51bhp@5000-6000rpm,5.0,Electric,"Tubeless, Radial",17,5.0,7-speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,₹ 6.25 Lakh,Comprehensive,"34,392 Kms",17.5 kmpl,1199 CC,5.0,Silver,88.7bhp@6000rpm,5.0,Electric,"Tubeless,Radial",16,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,₹ 6.90 Lakh,Third Party insurance,"20,000 Kms",20.7 kmpl,1197 CC,5.0,Others,81.86bhp@6000rpm,5.0,Electric,"Tubeless, Radial",14,5.0,5-Speed,,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,₹ 13.50 Lakh,Third Party insurance,"10,000 Kms",18.2 kmpl,998 CC,5.0,Black,118.36bhp@6000rpm,5.0,Electric,"Tubeless, Radial",16,5.0,6-Speed iMT,FWD,,,,,,Chennai,,,,,,,
0,Petrol,SUV,Automatic,1,MG,MG Astor,2022,₹ 15.50 Lakh,Third Party insurance,"20,000 Kms",14.82 kmpl,1498 CC,5.0,Others,108.49bhp@6000rpm,5.0,Electronic,"Tubeless,Radial",17,5.0,8 Speed CVT,,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Automatic,1,Toyota,Toyota Glanza,2019,₹ 7.90 Lakh,Comprehensive,"47,000 Kms",19.56 kmpl,1197 CC,5.0,Grey,81.80bhp@6000rpm,5.0,Electric,Radial,R16,5.0,5-Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2014,₹ 2.70 Lakh,Comprehensive,"60,333 Kms",23.95 kmpl,998 CC,5.0,Red,67.05bhp@6000rpm,5.0,Power,"Tubeless,Radial",,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,₹ 3.65 Lakh,Comprehensive,"81,058 Kms",24 kmpl,1186 CC,5.0,Star Dust,73.97bhp@4000rpm,5.0,Power,Tubeless,,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,2,Honda,Honda Civic,2010,₹ 4.25 Lakh,Comprehensive,"51,800 Kms",13.5 kmpl,1799 CC,5.0,Brown,130bhp@6300rpm,5.0,Power,"Tubeless,Radial",15,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,₹ 5.28 Lakh,Comprehensive,"32,797 Kms",18.9 kmpl,1197 CC,5.0,Orange,82bhp@6000rpm,5.0,Power,Tubeless,14,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,₹ 5.11 Lakh,Comprehensive,"69,731 Kms",18.9 kmpl,1197 CC,5.0,Silver,82bhp@6000rpm,5.0,Power,Tubeless,14,5.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
0,Petrol,Sedan,Manual,2,Honda,Honda City,2016,₹ 6.25 Lakh,Comprehensive,"54,000 Kms",17.8 kmpl,1497 CC,5.0,Black,117.3bhp@6600rpm,5.0,Power,"Tubeless,Radial",15,4.0,5 Speed,FWD,,,,,,Chennai,,,,,,,
