it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Gear Box,Drive Type,City
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Kia,Kia Seltos,2020,₹ 16.25 Lakh,Third Party insurance,"20,000 Kms",16.5 kmpl,1353 CC,5.0,Others,7-Speed DCT,FWD,Bangalore
0,Diesel,Sedan,"36,349",Automatic,1,1st Owner,Skoda,Skoda Superb,2014,₹ 16.50 Lakh,,"36,349 Kms",17.2 kmpl,1968 CC,5.0,White,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"80,000",Manual,3,3rd Owner,Hyundai,Hyundai i10,2009,₹ 2.49 Lakh,Third Party insurance,"80,000 Kms",20.36 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Petrol,SUV,"83,394",Manual,2,2nd Owner,Renault,Renault Duster,2014,₹ 6.30 Lakh,,"83,394 Kms",13.24 kmpl,1598 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,"30,000",Automatic,2,2nd Owner,Audi,Audi Q5,2016,₹ 25.99 Lakh,Third Party insurance,"30,000 Kms",14.16 kmpl,1968 CC,5.0,Others,7 Speed,AWD,Bangalore
0,Petrol,Hatchback,"80,000",Manual,3,3rd Owner,Hyundai,Hyundai i10,2009,₹ 2.49 Lakh,Third Party insurance,"80,000 Kms",20.36 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"52,204",Manual,1,1st Owner,Maruti,Maruti Alto K10,2017,₹ 3.85 Lakh,Third Party,"52,204 Kms",24.39 kmpl,998 CC,5.0,Silver,5 Speed,,Bangalore
0,Petrol,Hatchback,"1,10,000",Manual,3,3rd Owner,Hyundai,Hyundai i20,2012,₹ 3 Lakh,Third Party insurance,"1,10,000 Kms",17 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,"89,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2017,₹ 29.75 Lakh,Third Party insurance,"89,000 Kms",10.91 kmpl,3198 CC,7.0,Black,6 Speed,4WD,Bangalore
0,Petrol,Hatchback,"29,813",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2014,₹ 2.76 Lakh,Comprehensive,"29,813 Kms",22.05 kmpl,796 CC,5.0,Others,5 Speed,,Bangalore
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Ford,Ford Figo,2018,₹ 5 Lakh,Third Party insurance,"30,000 Kms",18.16 kmpl,1196 CC,5.0,Gray,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"13,345",Automatic,1,1st Owner,Maruti,Maruti Ignis,2020,₹ 7.30 Lakh,Comprehensive,"13,345 Kms",20.89 kmpl,1197 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,SUV,"17,100",Automatic,1,1st Owner,Hyundai,Hyundai Alcazar,2022,₹ 22.45 Lakh,Comprehensive,"17,100 Kms",18.1 kmpl,1498 CC,7.0,Grey,6-speed,,Bangalore
0,Petrol,Hatchback,"75,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2014,₹ 3.99 Lakh,Comprehensive,"75,000 Kms",18.9 kmpl,1197 CC,5.0,Grey,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"75,523",Manual,2,2nd Owner,Hyundai,Hyundai i10,2011,₹ 3.12 Lakh,Comprehensive,"75,523 Kms",20.36 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,"47,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,₹ 12.75 Lakh,Comprehensive,"47,000 Kms",16 kmpl,2179 CC,7.0,Silver,6 Speed,FWD,Bangalore
0,Diesel,SUV,"36,500",Manual,1,1st Owner,Tata,Tata Harrier,2022,₹ 19.90 Lakh,Comprehensive,"36,500 Kms",16.35 kmpl,1956 CC,5.0,White,6-Speed,,Bangalore
0,Petrol,MUV,"28,253",Manual,1,1st Owner,Renault,Renault Triber,2020,₹ 7.19 Lakh,Comprehensive,"28,253 Kms",20 kmpl,999 CC,7.0,Silver,5 Speed,,Bangalore
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2016,₹ 12.60 Lakh,Third Party insurance,"50,000 Kms",19.67 kmpl,1582 CC,5.0,White,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2010,₹ 3 Lakh,Third Party insurance,"90,000 Kms",20.36 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,"70,000",Automatic,2,2nd Owner,BMW,BMW X5,2016,₹ 39.81 Lakh,Third Party insurance,"70,000 Kms",15.97 kmpl,2993 CC,5.0,Others,8 Speed,4WD,Bangalore
0,Petrol,Hatchback,"52,571",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,₹ 6.27 Lakh,Comprehensive,"52,571 Kms",18.6 kmpl,1197 CC,5.0,Grey,5 Speed,FWD,Bangalore
0,Diesel,Sedan,"70,000",Automatic,2,2nd Owner,BMW,BMW 3 Series,2010,₹ 13 Lakh,Third Party insurance,"70,000 Kms",16.07 kmpl,1995 CC,5.0,Others,6 Speed,,Bangalore
0,Petrol,Sedan,"61,993",Manual,1,1st Owner,Honda,Honda City,2015,₹ 6.72 Lakh,Comprehensive,"61,993 Kms",17.4 kmpl,1497 CC,5.0,Silver,5 Speed ,FWD,Bangalore
0,Diesel,SUV,"57,000",Automatic,1,1st Owner,Hyundai,Hyundai Tucson,2017,₹ 18.25 Lakh,Comprehensive,"57,000 Kms",16.38 kmpl,1995 CC,5.0,White,6 Speed,2WD,Bangalore
0,Diesel,SUV,"80,000",Manual,2,2nd Owner,Toyota,Toyota Fortuner,2021,₹ 35 Lakh,Third Party insurance,"80,000 Kms",14.24 kmpl,2755 CC,7.0,Others,6 Speed,RWD,Bangalore
0,Petrol,Hatchback,"36,359",Manual,1,1st Owner,Hyundai,Hyundai i20,2013,₹ 4.40 Lakh,Comprehensive,"36,359 Kms",18.5 kmpl,1197 CC,5.0,Blue,5 Speed,FWD,Bangalore
0,Diesel,SUV,"70,000",Manual,2,2nd Owner,Tata,Tata Harrier,2019,₹ 14.60 Lakh,Third Party insurance,"70,000 Kms",17 kmpl,1956 CC,5.0,Others,6,FWD,Bangalore
0,Petrol,SUV,"7,500",Automatic,1,1st Owner,MG,MG Hector,2022,₹ 20.41 Lakh,Comprehensive,"7,500 Kms",,1451 CC,5.0,White,8-Speed,FWD,Bangalore
0,Petrol,Sedan,"30,301",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2017,₹ 10.33 Lakh,Comprehensive,"30,301 Kms",17 kmpl,1591 CC,5.0,Black,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"66,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,₹ 2.75 Lakh,Comprehensive,"66,000 Kms",20.36 kmpl,1197 CC,5.0,Golden,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"56,010",Manual,1,1st Owner,Hyundai,Hyundai i20,2017,₹ 6.76 Lakh,Comprehensive,"56,010 Kms",18.6 kmpl,1197 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,SUV,"47,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLC,2017,₹ 42.90 Lakh,Comprehensive,"47,000 Kms",17.9 kmpl,2143 CC,5.0,White,9 Speed,AWD,Bangalore
0,Diesel,SUV,"60,000",Manual,2,2nd Owner,Nissan,Nissan Terrano,2014,₹ 6.50 Lakh,Third Party insurance,"60,000 Kms",19.01 kmpl,1461 CC,5.0,Others,6 Speed,FWD,Bangalore
0,Diesel,Hatchback,"83,829",Manual,1,1st Owner,Maruti,Maruti Swift,2014,₹ 4.44 Lakh,Third Party insurance,"83,829 Kms",25.2 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"10,000",Automatic,1,1st Owner,Renault,Renault KWID,2020,₹ 5.10 Lakh,Third Party insurance,"10,000 Kms",22 kmpl,999 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,"35,000",Automatic,2,2nd Owner,Renault,Renault Duster,2016,₹ 9.25 Lakh,Comprehensive,"35,000 Kms",19.6 kmpl,1461 CC,5.0,Grey,6 Speed,FWD,Bangalore
0,Petrol,Sedan,"51,116",Automatic,2,2nd Owner,Honda,Honda City,2019,₹ 10.24 Lakh,Comprehensive,"51,116 Kms",18 kmpl,1497 CC,5.0,White,CVT,FWD,Bangalore
0,Diesel,Sedan,"80,000",Manual,3,3rd Owner,Skoda,Skoda Rapid,2016,₹ 5 Lakh,Third Party insurance,"80,000 Kms",21.14 kmpl,1498 CC,5.0,Others,5-speed,FWD,Bangalore
0,Petrol,Hatchback,"40,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Polo,2017,₹ 9.95 Lakh,Third Party insurance,"40,000 Kms",17.21 kmpl,1197 CC,5.0,Others,7 Speed,FWD,Bangalore
0,Petrol,SUV,"85,565",Automatic,2,2nd Owner,Honda,Honda CR-V,2012,₹ 9.35 Lakh,Comprehensive,"85,565 Kms",11.1 kmpl,2354 CC,5.0,White,5 Speed,AWD,Bangalore
0,Petrol,SUV,"36,916",Manual,1,1st Owner,Ford,Ford Ecosport,2018,₹ 8.34 Lakh,Comprehensive,"36,916 Kms",17 kmpl,1497 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,"90,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2015,₹ 5.60 Lakh,Third Party insurance,"90,000 Kms",20.14 kmpl,1498 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"1,12,795",Manual,1,1st Owner,Maruti,Maruti Swift,2012,₹ 4.54 Lakh,Comprehensive,"1,12,795 Kms",22.38 kmpl,1197 CC,5.0,Silver,5-Speed,,Bangalore
0,Petrol,Sedan,"11,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,₹ 36.90 Lakh,Comprehensive,"11,000 Kms",,1332 CC,5.0,Silver,7-Speed DCT,,Bangalore
0,Petrol,MUV,"1,20,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2014,₹ 11 Lakh,Third Party insurance,"1,20,000 Kms",11.4 kmpl,1998 CC,7.0,Others,5 Speed,RWD,Bangalore
0,Petrol,Hatchback,"36,685",Manual,2,2nd Owner,Honda,Honda Brio,2016,₹ 4.62 Lakh,Comprehensive,"36,685 Kms",19.4 kmpl,1198 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,"1,20,000",Automatic,2,2nd Owner,Hyundai,Hyundai Santa Fe,2012,₹ 9 Lakh,Third Party insurance,"1,20,000 Kms",11.72 kmpl,2199 CC,7.0,Others,6 speed ,AWD,Bangalore
0,Petrol,Sedan,"4,000",Automatic,1,1st Owner,BMW,BMW 6 Series,2022,₹ 79 Lakh,Comprehensive,"4,000 Kms",13.32 kmpl,1998 CC,4.0,Blue,8-Speed Steptronic Sport Automatic Transmission,,Bangalore
0,Petrol,Hatchback,"32,184",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2019,₹ 8.43 Lakh,Third Party,"32,184 Kms",21.4 kmpl,1197 CC,5.0,Silver,CVT,FWD,Bangalore
0,Petrol,Hatchback,"32,279",Manual,1,1st Owner,Maruti,Maruti Baleno RS,2018,₹ 7.99 Lakh,Comprehensive,"32,279 Kms",21.1 kmpl,998 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"59,698",Manual,1,1st Owner,Hyundai,Hyundai i20,2015,₹ 5.76 Lakh,Comprehensive,"59,698 Kms",18.6 kmpl,1197 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,SUV,"46,071",Manual,1,1st Owner,Renault,Renault Captur,2018,₹ 9.49 Lakh,Comprehensive,"46,071 Kms",20.37 kmpl,1461 CC,5.0,Grey,6 Speed,,Bangalore
0,Diesel,SUV,"90,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,₹ 7.95 Lakh,Third Party insurance,"90,000 Kms",24.3 kmpl,1248 CC,5.0,Yellow,5 Speed,FWD,Bangalore
0,Petrol,SUV,"9,554",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,₹ 10.85 Lakh,Third Party,"9,554 Kms",18.27 kmpl,998 CC,5.0,Blue,6-Speed,FWD,Bangalore
0,Petrol,SUV,"14,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2022,₹ 25.90 Lakh,Comprehensive,"14,000 Kms",14.1 kmpl,1368 CC,5.0,Green,7 Speed DCT,4x2,Bangalore
0,Diesel,SUV,"74,499",Manual,2,2nd Owner,Renault,Renault Duster,2013,₹ 5.16 Lakh,Third Party,"74,499 Kms",20.45 kmpl,1461 CC,5.0,Brown,5 speed,FWD,Bangalore
0,Petrol,SUV,"56,211",Automatic,2,2nd Owner,Ford,Ford Ecosport,2017,₹ 7.77 Lakh,Comprehensive,"56,211 Kms",14.8 kmpl,1497 CC,5.0,Grey,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"9,001",Manual,1,1st Owner,Honda,Honda Jazz,2019,₹ 7.53 Lakh,Comprehensive,"9,001 Kms",18.2 kmpl,1199 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,SUV,"65,457",Automatic,2,2nd Owner,Mahindra,Mahindra XUV500,2017,₹ 12.26 Lakh,Third Party insurance,"65,457 Kms",16 kmpl,1997 CC,7.0,Orange,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"23,682",Manual,1,1st Owner,Honda,Honda Jazz,2017,₹ 7.25 Lakh,Comprehensive,"23,682 Kms",18.7 kmpl,1199 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Diesel,Sedan,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2020,₹ 11.50 Lakh,Third Party insurance,"50,000 Kms",22 kmpl,1582 CC,5.0,Red,6 Speed,FWD,Bangalore
0,Diesel,Hatchback,"1,34,557",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,₹ 6.29 Lakh,Comprehensive,"1,34,557 Kms",25.2 kmpl,1248 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"96,567",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2013,₹ 4.47 Lakh,Comprehensive,"96,567 Kms",22.41 kmpl,1197 CC,5.0,Blue,5 Speed,,Bangalore
0,Petrol,Hatchback,"1,20,000",Manual,3,3rd Owner,Maruti,Maruti Celerio,2015,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",23.1 kmpl,998 CC,5.0,White,5 Speed ,FWD,Bangalore
0,Diesel,MUV,"83,007",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2014,₹ 7.86 Lakh,Comprehensive,"83,007 Kms",20.77 kmpl,1248 CC,7.0,White,5 Speed ,FWD,Bangalore
0,Petrol,Hatchback,"34,000",Manual,1,1st Owner,Honda,Honda Jazz,2018,₹ 7.45 Lakh,Comprehensive,"34,000 Kms",18.7 kmpl,1199 CC,5.0,Maroon,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"81,634",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2014,₹ 4.90 Lakh,Comprehensive,"81,634 Kms",18.9 kmpl,1197 CC,5.0,White,4 Speed,FWD,Bangalore
0,Petrol,Sedan,"57,284",Automatic,2,2nd Owner,Honda,Honda City,2017,₹ 9.42 Lakh,Comprehensive,"57,284 Kms",18 kmpl,1497 CC,5.0,Brown,CVT,FWD,Bangalore
0,Petrol,SUV,"70,000",Automatic,2,2nd Owner,Ford,Ford Ecosport,2016,₹ 6.75 Lakh,Third Party insurance,"70,000 Kms",15.63 kmpl,1499 CC,5.0,Silver,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Honda,Honda Brio,2013,₹ 3.30 Lakh,Third Party insurance,"70,000 Kms",19.4 kmpl,1198 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"46,429",Automatic,2,2nd Owner,Toyota,Toyota Yaris,2018,₹ 8.75 Lakh,Third Party insurance,"46,429 Kms",17.8 kmpl,1496 CC,5.0,White,7 Speed CVT,FWD,Bangalore
0,Petrol,Hatchback,"17,624",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,₹ 8.69 Lakh,Comprehensive,"17,624 Kms",21.4 kmpl,1197 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,Sedan,"1,00,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2012,₹ 4.25 Lakh,Third Party insurance,"1,00,000 Kms",20.54 kmpl,1598 CC,5.0,Blue,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Honda,Honda City,2019,₹ 10.70 Lakh,Third Party insurance,"30,000 Kms",17.4 kmpl,1497 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Petrol,SUV,"49,690",Manual,2,2nd Owner,Ford,Ford Ecosport,2018,₹ 10.25 Lakh,Third Party insurance,"49,690 Kms",15.9 kmpl,1496 CC,5.0,Blue,5 Speed,FWD,Bangalore
0,Diesel,SUV,"1,10,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2016,₹ 10 Lakh,Third Party insurance,"1,10,000 Kms",16 kmpl,2179 CC,7.0,White,6 Speed ,FWD,Bangalore
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Fiat,Fiat Linea,2009,₹ 3.75 Lakh,Third Party insurance,"50,000 Kms",16 kmpl,1368 CC,5.0,Gray,Five Speed Manual,Front Wheel Drive,Bangalore
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Fiat,Fiat Linea,2009,₹ 3.75 Lakh,Third Party insurance,"50,000 Kms",16 kmpl,1368 CC,5.0,Gray,Five Speed Manual,Front Wheel Drive,Bangalore
0,Petrol,SUV,"55,702",Automatic,1,1st Owner,Ford,Ford Ecosport,2018,₹ 8.44 Lakh,Comprehensive,"55,702 Kms",14.8 kmpl,1497 CC,5.0,Silver,6 Speed,FWD,Bangalore
0,Diesel,Hatchback,"45,046",Manual,1,1st Owner,Hyundai,Hyundai i20 Active,2016,₹ 7.64 Lakh,Third Party insurance,"45,046 Kms",21.19 kmpl,1396 CC,5.0,Brown,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"53,000",Manual,2,2nd Owner,Maruti,Maruti Ritz,2014,₹ 4.20 Lakh,Third Party insurance,"53,000 Kms",18.5 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,"94,695",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,₹ 6.84 Lakh,Third Party insurance,"94,695 Kms",27.39 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"22,162",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,₹ 8.03 Lakh,Zero Dep,"22,162 Kms",21.4 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2010,₹ 3.20 Lakh,Third Party insurance,"70,000 Kms",17.92 kmpl,1086 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,Sedan,"1,15,331",Manual,1,1st Owner,Honda,Honda City,2017,₹ 8.04 Lakh,Comprehensive,"1,15,331 Kms",26 kmpl,1498 CC,5.0,Silver,6 Speed,FWD,Bangalore
0,Diesel,Sedan,"70,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz E-Class,2013,₹ 14 Lakh,Third Party insurance,"70,000 Kms",10 kmpl,2148 CC,5.0,Others,5 Speed,RWD,Bangalore
0,Petrol,Hatchback,"42,233",Manual,2,2nd Owner,Maruti,Maruti Swift,2016,₹ 5.48 Lakh,Comprehensive,"42,233 Kms",22.38 kmpl,1197 CC,5.0,White,5-Speed,,Bangalore
0,Petrol,Hatchback,"20,941",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2019,₹ 6.19 Lakh,Comprehensive,"20,941 Kms",18.9 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,"50,000",Manual,2,2nd Owner,Maruti,Maruti Vitara Brezza,2018,₹ 10 Lakh,Third Party insurance,"50,000 Kms",24.3 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Petrol,SUV,"46,602",Manual,1,1st Owner,Honda,Honda WR-V,2018,₹ 8.65 Lakh,Comprehensive,"46,602 Kms",17.5 kmpl,1199 CC,5.0,Brown,5 Speed,FWD,Bangalore
0,Diesel,SUV,"50,000",Automatic,2,2nd Owner,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,₹ 10 Lakh,Third Party insurance,"50,000 Kms",11.18 kmpl,2696 CC,7.0,White,5 Speed,AWD,Bangalore
0,Diesel,Hatchback,"1,04,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2014,₹ 5.35 Lakh,Comprehensive,"1,04,000 Kms",25.2 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,"90,000",Manual,1,1st Owner,Ford,Ford Ecosport,2018,₹ 9.75 Lakh,Comprehensive,"90,000 Kms",23 kmpl,1498 CC,5.0,Brown,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"50,035",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,₹ 6.99 Lakh,Third Party insurance,"50,035 Kms",21.4 kmpl,1197 CC,5.0,Blue,5 Speed,FWD,Bangalore
0,Petrol,SUV,"80,000",Manual,1,1st Owner,Tata,Tata Nexon,2021,₹ 11.50 Lakh,Third Party insurance,"80,000 Kms",17.57 kmpl,1199 CC,5.0,Gray,6-Speed,,Bangalore
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2015,₹ 6.25 Lakh,Comprehensive,"90,000 Kms",18.6 kmpl,1197 CC,5.0,Maroon,5 Speed,FWD,Bangalore
0,Diesel,Sedan,"90,000",Automatic,4,4th Owner,Mercedes-Benz,Mercedes-Benz E-Class,2011,₹ 10 Lakh,Third Party insurance,"90,000 Kms",14.21 kmpl,2143 CC,5.0,Others,5 Speed,Rear Wheel Drive with ESP,Bangalore
0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Toyota,Toyota Corolla Altis,2011,₹ 6 Lakh,Third Party insurance,"1,20,000 Kms",21.43 kmpl,1364 CC,5.0,Silver,6 Speed,FWD,Bangalore
0,Petrol,Sedan,"25,170",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,₹ 6.75 Lakh,Third Party,"25,170 Kms",22.41 kmpl,1197 CC,5.0,Blue,5 Speed,,Bangalore
0,Petrol,Sedan,"25,022",Manual,1,1st Owner,Maruti,Maruti Ciaz,2021,₹ 8.93 Lakh,Comprehensive,"25,022 Kms",20.65 kmpl,1462 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,"1,00,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2012,₹ 4.20 Lakh,Third Party insurance,"1,00,000 Kms",22.9 kmpl,1248 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"26,367",Manual,1,1st Owner,Maruti,Maruti Ciaz,2020,₹ 9.41 Lakh,Zero Dep,"26,367 Kms",20.65 kmpl,1462 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"76,567",Automatic,2,2nd Owner,Hyundai,Hyundai Elantra,2015,₹ 6.30 Lakh,Zero Dep,"76,567 Kms",14.5 kmpl,1797 CC,5.0,Silver,6 Speed,FWD,Bangalore
0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2013,₹ 12.75 Lakh,Third Party insurance,"1,20,000 Kms",12.99 kmpl,2494 CC,7.0,Others,5 Speed,RWD,Bangalore
0,Petrol,Hatchback,"36,459",Automatic,2,2nd Owner,Hyundai,Hyundai Grand i10,2015,₹ 5.25 Lakh,Comprehensive,"36,459 Kms",18.9 kmpl,1197 CC,5.0,Red,4 Speed,FWD,Bangalore
0,Diesel,SUV,"93,725",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2016,₹ 7.50 Lakh,Comprehensive,"93,725 Kms",23.65 kmpl,1248 CC,5.0,Grey,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"1,15,599",Automatic,2,2nd Owner,Maruti,Maruti Ciaz,2016,₹ 6.32 Lakh,Comprehensive,"1,15,599 Kms",19.12 kmpl,1373 CC,5.0,Silver,4 Speed,FWD,Bangalore
0,Petrol,Sedan,"43,469",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,₹ 6.45 Lakh,Zero Dep,"43,469 Kms",22.41 kmpl,1197 CC,5.0,Red,5 Speed,,Bangalore
0,Petrol,Sedan,"70,000",Manual,4,4th Owner,Ford,Ford Ikon,2005,₹ 5 Lakh,Third Party insurance,"70,000 Kms",13.8 kmpl,1299 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,"77,000",Automatic,2,2nd Owner,BMW,BMW X5,2019,₹ 67.95 Lakh,Comprehensive,"77,000 Kms",13.38 kmpl,2993 CC,5.0,White,8-Speed Steptronic,AWD,Bangalore
0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,₹ 8.50 Lakh,Comprehensive,"1,00,000 Kms",24.3 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"72,000",Manual,1,1st Owner,Mitsubishi,Mitsubishi Cedia,2008,₹ 2.99 Lakh,Third Party insurance,"72,000 Kms",14.7 kmpl,1999 CC,5.0,Silver,5 Speed,,Bangalore
0,Diesel,Sedan,"77,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2013,₹ 20.95 Lakh,Comprehensive,"77,000 Kms",16.36 kmpl,2179 CC,5.0,Blue,8 Speed,RWD,Bangalore
0,Diesel,SUV,"87,101",Automatic,1,1st Owner,Audi,Audi Q7,2013,₹ 28 Lakh,Comprehensive,"87,101 Kms",12.07 kmpl,2967 CC,7.0,White,8 Speed Tiptronic,AWD,Bangalore
0,Petrol,Hatchback,"40,771",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2021,₹ 9.99 Lakh,Third Party,"40,771 Kms",18.24 kmpl,999 CC,5.0,Silver,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"28,000",Manual,1,1st Owner,Honda,Honda Jazz,2018,₹ 8.25 Lakh,Comprehensive,"28,000 Kms",18.7 kmpl,1199 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"40,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2008,₹ 2.50 Lakh,Comprehensive,"40,000 Kms",18.9 kmpl,1061 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Petrol,SUV,"26,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2020,₹ 12.95 Lakh,Comprehensive,"26,000 Kms",18.15 kmpl,998 CC,5.0,White,7-Speed DCT,FWD,Bangalore
0,Petrol,Hatchback,"76,032",Manual,1,1st Owner,Maruti,Maruti Wagon R,2012,₹ 3.29 Lakh,Comprehensive,"76,032 Kms",18.9 kmpl,998 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"1,13,780",Manual,1,1st Owner,Maruti,Maruti Ciaz,2018,₹ 6.66 Lakh,Comprehensive,"1,13,780 Kms",21.56 kmpl,1462 CC,5.0,Blue,5 Speed,FWD,Bangalore
