it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Super Charger,BoreX Stroke,Compression Ratio,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Front Tread,Rear Tread,Ground Clearance Unladen,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Cng,Hatchback,"64,228",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2019,6838,CNG LXI BSIV,₹ 5.01 Lakh,₹ 5.10 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2020,Zero Dep,CNG,5 Seats,"64,228 Kms",Second Owner,998 cc,Manual,2019,HR26,33.54 kmpl,998 CC,67.04bhp,90Nm,,5,Silver,K10B Petrol Engine,998,67.04bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,DOHC,No,69 x 72 mm,,3655 mm,1620 mm,1675 mm,2435 mm,805kg,1340kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless Tyres,,5,341 Litres,4.7 metres,152 kmph,18.6 Seconds,Delhi
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Swift,2022,8378,VXI BSVI,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",First Owner,1197 cc,Manual,2022,,22.38 kmpl,1197 CC,88.50bhp,113Nm,,5,Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,875-905,1335,1530,1530,,,,,,,,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",,5,268,4.8,,,Delhi
0,Diesel,SUV,"60,000",Manual,2,2nd Owner,Ford,Ford Ecosport,2018,6093,1.5 Diesel Titanium BSIV,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"60,000 Kms",Second Owner,1498 cc,Manual,2018,DL1C,23 kmpl,1498 CC,98.96bhp,205Nm,16,5,Others,TDCi Diesel Engine,1498,98.96bhp@3750rpm,205Nm@1750-3250rpm,4.0,4.0,Direct Injection,Yes,SOHC,No,73.5 X 88.3 mm,16.0:1,3998mm,1765mm,1647mm,2519mm,1300Kg,1690Kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,5.3 metres,,,Delhi
0,Petrol,SUV,"32,000",Automatic,1,1st Owner,Tata,Tata Nexon,2018,6499,1.2 Revotron XMA,₹ 6.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2018,Third Party insurance,Petrol,5 Seats,"32,000 Kms",First Owner,1198 cc,Automatic,2018,HR26,17 kmpl,1198 CC,108.5bhp,170Nm,,5,Grey,Revotron 1.2L Turbocharged engine,1198,108.5bhp@5000rpm,170Nm@1750-4000rpm,3.0,4.0,MPFI,Yes,DOHC,No,77x85.8,,3994mm,1811mm,1607mm,2498mm,1252Kg,,1540 mm,1530 mm,209 mm,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless Radial Tyres,,5,350,5.1m,154.19 kmph,11.64 Seconds,Delhi
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Swift,2019,7083,LXI,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,1197 cc,Manual,2019,DL5C,21.21 kmpl,1197 CC,81.80bhp,113Nm,,5,Others,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,DOHC,No,73 x 72 mm,,3840mm,1735mm,1530mm,2450mm,855-885,1315kg,1530mm,1530mm,,,,,,,,,,,,,,5,FWD,5,Electric,Disc,Drum,Tubeless,,5,268,4.8 Meters,,12.71s,Delhi
0,Cng,Hatchback,"65,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2016,6838,CNG LXI BSIV,₹ 3.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2016,Comprehensive,CNG,5 Seats,"65,000 Kms",First Owner,998 cc,Manual,2016,DL6C,33.54 kmpl,998 CC,67.04bhp,90Nm,,5,Grey,K10B Petrol Engine,998,67.04bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,DOHC,No,69 x 72 mm,,3655 mm,1620 mm,1675 mm,2435 mm,805kg,1340kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless Tyres,,5,341 Litres,4.7 metres,152 kmph,18.6 Seconds,Delhi
0,Cng,Hatchback,"23,900",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,6839,CNG LXI Opt BSIV,₹ 5.41 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2021,Comprehensive,CNG,5 Seats,"23,900 Kms",First Owner,998 cc,Manual,2021,DL3C,33.54 kmpl,998 CC,67.04bhp,90Nm,,5,White,K10B Petrol Engine,998,67.04bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,DOHC,No,69 x 72 mm,,3655 mm,1620 mm,1675 mm,2435 mm,805kg,1340kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless Tyres,,5,341 Litres,4.7 metres,152 kmph,18.6 Seconds,Delhi
0,Petrol,Hatchback,"2,900",Manual,1,1st Owner,Maruti,Maruti Alto K10,2023,9268,VXi BSVI,₹ 4.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2023,Comprehensive,Petrol,5 Seats,"2,900 Kms",First Owner,998 cc,Manual,2023,DL9C,24.39 kmpl,998 CC,65.71bhp,89Nm,,5,Grey,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3530mm,1490,1520,2380,755,,,,,,,,,,,,,,,,,5 Speed,,5,Power,Disc,Drum,"Tubeless, Radial",,5,214,4.5,,,Delhi
0,Petrol,SUV,"15,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,9153,S BSVI,₹ 8.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2022,Comprehensive,Petrol,5 Seats,"15,000 Kms",First Owner,1197 cc,Manual,2022,DL10,,1197 CC,81.80bhp,113.8Nm,,5,Blue,1.2 Kappa Petrol,1197,81.80bhp@6000rpm,113.8Nm@4000rpm,4.0,4.0,,No,,,,,3995mm,1770mm,1617mm,2500mm,1106,,,,,,,,,,,,,,,,,5-Speed,,5,Power,Disc,Drum,"Tubeless, Radial",,5,,,,,Delhi
0,Petrol,Hatchback,"11,200",Manual,1,1st Owner,Hyundai,Hyundai Santro,2022,7459,Sportz,₹ 5.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2022,Comprehensive,Petrol,5 Seats,"11,200 Kms",First Owner,1086 cc,Manual,2022,DL11,20.3 kmpl,1086 CC,68.05bhp,99Nm,,5,Grey,1.1 L Petrol,1086,68.05bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,MPFI,No,SOHC,No,,,3610 mm,1645 mm,1560 mm,2400 mm,1050,,1463,1481,,,,,,,,,,,,,,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",,5,235,,,,Delhi
0,Electric,SUV,"17,000",Automatic,1,1st Owner,Tata,Tata Nexon EV Prime,2023,7279,XZ Plus LUX,₹ 14.23 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2023,Comprehensive,Electric,5 Seats,"17,000 Kms",First Owner,0 cc,Automatic,2023,HR98,,0 CC,127bhp,245Nm,16,5,Grey,,0,127bhp,245Nm,,,,,,,,,3993mm,1811mm,1606mm,2498mm,1400kg,,,,,,,,,,,,,,,,,,,5,Electric,Disc,Drum,"Tubeless, Radial",16,5,350,5.1m,,9.9,Delhi
0,Petrol,SUV,"1,900",Manual,1,1st Owner,Kia,Kia Sonet,2023,8004,HTK Plus Turbo iMT BSVI,₹ 10.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2023,Comprehensive,Petrol,5 Seats,"1,900 Kms",First Owner,998 cc,Manual,2023,HR98,18.2 kmpl,998 CC,118.36bhp,172Nm,,5,White,Smartstream G1.0 T - GDi,998,118.36bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,GDi,Yes,,,,,3995mm,1790,1642,2500,1211,,,,,,,,,,,,,,,,,6-Speed iMT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",,5,392,,,,Delhi
0,Petrol,Hatchback,"70,098",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1568,Magna,₹ 1.73 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2010,Comprehensive,Petrol,5 Seats,"70,098 Kms",First Owner,1197 cc,Manual,2010,UP14,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Silver,Kappa Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC ,No,71 x 75.6 mm,10.5:1 ,3585mm,1595mm,1550mm,2380mm,930,,1400mm,1385mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,Delhi
0,Petrol,SUV,"30,498",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8128,XV BSVI,₹ 7.07 Lakh,₹ 7.20 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2021,Comprehensive,Petrol,5 Seats,"30,498 Kms",First Owner,999 cc,Manual,2021,HR72,18.75 kmpl,999 CC,71.02bhp,96Nm,16,5,Black,B4D 1.0 NA PETROL,999,71.02bhp@6250rpm,96Nm@3500rpm,3.0,4.0,MPFi,No,SOHC,No,71 x 84.1,,3994mm,1758,1572,2500,939,,,,,,,,,,,,,,,,,5 Speed,,5,Electronic,Disc,Drum,"Tubeless,Radial",16,5,336,5.0,,17.7,Delhi
0,Petrol,Sedan,"33,000",Automatic,1,1st Owner,Honda,Honda Amaze,2021,8557,VX CVT BSVI,₹ 8.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2021,Comprehensive,Petrol,5 Seats,"33,000 Kms",First Owner,1199 cc,Automatic,2021,DL2C,18.3 kmpl,1199 CC,88.50bhp,110Nm,15,5,Grey,i-VTEC,1199,88.50bhp@6000rpm,110Nm@4800rpm,4.0,4.0,,,SOHC,,,,3995mm,1695,1498-1501,2470,945-957,,,,,,,,,,,,,,,,,CVT,,5,Electric,Disc,Drum,"Radial, Tubeless",15,4,420,4.7,,,Delhi
0,Petrol,SUV,"7,243",Manual,1,1st Owner,Renault,Renault Kiger,2021,8370,RXZ Turbo DT,₹ 8.28 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2021,Third Party,Petrol,5 Seats,"7,243 Kms",First Owner,999 cc,Manual,2021,DL14,20.5 kmpl,999 CC,98.63bhp,160Nm,16,5,Blue,1.0L Turbo,999,98.63bhp@5000rpm,160Nm@2800-3600rpm,3.0,4.0,MPFi,Yes,,,,,3991mm,1750,1605,2500,1066,,1536,1535,,,,,,,,,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",16,5,405,,,,Delhi
0,Petrol,SUV,"7,867",Manual,1,1st Owner,Maruti,Maruti Brezza,2023,9184,Zxi DT BSVI,₹ 12.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2023,Comprehensive,Petrol,5 Seats,"7,867 Kms",First Owner,1462 cc,Manual,2023,HR35,19.89 kmpl,1462 CC,101.65bhp,136.8Nm,16,5,Silver,K15C Smart Hybrid,1462,101.65bhp@6000rpm,136.8Nm@4400rpm,4.0,4.0,,,,,,,3995,1790,1685,2500,1140,,,,,,,,,,,,,,,,,5-Speed,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",16,5,328,,,,Delhi
0,Diesel,SUV,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Vitara Brezza,2018,4303,ZDi Plus Dual Tone,₹ 6.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",Second Owner,1248 cc,Manual,2018,,24.3 kmpl,1248 CC,88.5bhp,200Nm,16,5,Others,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,DOHC,No,69.6 X 82,,3995mm,1790mm,1640mm,2500mm,1210kg,1680kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,5.2 meters,172 kmph,12.36 Seconds,Delhi
0,Petrol,MUV,"49,650",Manual,1,1st Owner,Renault,Renault Triber,2022,7419,RXL BSVI,₹ 6.16 Lakh,₹ 6.28 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2022,Comprehensive,Petrol,7 Seats,"49,650 Kms",First Owner,999 cc,Manual,2022,DL3C,20 kmpl,999 CC,71.01bhp,96Nm,,7,Orange,,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,MPFi,,,,,,3991mm,1739,1643,,947,,1547,1545,,,,,,,,,,,,,,5 Speed,,7,Electric,Disc,Drum,"Tubeless, Radial",,5,84,,,,Delhi
0,Diesel,SUV,"5,301",Manual,1,1st Owner,Tata,Tata New Safari,2022,8385,XZ Plus 6 Str Adventure Edition BSVI,₹ 20.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2022,Comprehensive,Diesel,6 Seats,"5,301 Kms",First Owner,1956 cc,Manual,2022,UP14,16.14 kmpl,1956 CC,167.67bhp,350Nm,18,6,Blue,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,Yes,,,,,4661mm,1894mm,1786mm,2741mm,1825kg,,,,,,,,,,,,,,,,,6-Speed,,6,Power,Disc,Disc,"Tubeless, Radial",18,5,73,,,,Delhi
0,Petrol,SUV,"21,366",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,6891,S Turbo BSIV,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2020,Comprehensive,Petrol,5 Seats,"21,366 Kms",First Owner,998 cc,Manual,2019,DL10,18.27 kmpl,998 CC,118.35bhp,171.6Nm,,5,White,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,GDi,Yes,,,,,3995 mm,1770 mm,1605 mm,2500 mm,1200,,,,190mm,,,,,,,,,,,,,6-Speed,FWD,5,Power,Disc,Drum,Radial,,5,350 L,,,,Delhi
0,Diesel,SUV,"40,099",Automatic,1,1st Owner,Jeep,Jeep Compass,2021,8312,Model S 4X4 Diesel AT BSVI,₹ 24.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Diesel,5 Seats,"40,099 Kms",First Owner,1956 cc,Automatic,2021,HR26,14.9 kmpl,1956 CC,167.67bhp,350Nm,18,5,Grey,2.0L Multijet Diesel,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,,,4405mm,1818mm,1640mm,2636mm,1705,,,,,,,,,,,,,,,,,9 Speed,4x4,5,Power,Disc,Disc,"Tubeless, Radial",18,5,,,160.21kmph,,Delhi
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Ford,Ford Aspire,2015,1054,1.5 TDCi Titanium Plus,₹ 3.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",First Owner,1498 cc,Manual,2015,UP16,25.83 kmpl,1498 CC,99bhp,215Nm,14,5,Others,TDCi Diesel Engine,1498,99bhp@3750rpm,215Nm@1750-3000rpm,4.0,2.0,Common Rail,Yes,SOHC,No,,16.0:1,3995mm,1695mm,1525mm,2491mm,1023-1048kg,,1492mm,1484mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless,14,4,359-litres,4.9 meters,170 Kmph,10.75 Seconds,Delhi
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Ford,Ford Aspire,2015,1054,1.5 TDCi Titanium Plus,₹ 3.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",First Owner,1498 cc,Manual,2015,UP16,25.83 kmpl,1498 CC,99bhp,215Nm,14,5,Others,TDCi Diesel Engine,1498,99bhp@3750rpm,215Nm@1750-3000rpm,4.0,2.0,Common Rail,Yes,SOHC,No,,16.0:1,3995mm,1695mm,1525mm,2491mm,1023-1048kg,,1492mm,1484mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless,14,4,359-litres,4.9 meters,170 Kmph,10.75 Seconds,Delhi
0,Petrol,Sedan,"48,000",Manual,1,1st Owner,Honda,Honda City,2015,1280,i VTEC VX,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2015,Comprehensive,Petrol,5 Seats,"48,000 Kms",First Owner,1497 cc,Manual,2015,DL08,17.4 kmpl,1497 CC,117.3bhp,145Nm,15,5,White,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,SOHC,No,73.0 X 89.4 mm,10.3:1,4440mm,1695mm,1495mm,2600mm,1065kg,,1480mm,1465mm,,,,,,,,,,,,,,5 Speed ,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,5.3 metres,195 Kmph,10 Seconds,Delhi
0,Diesel,SUV,"29,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLE,2020,6732,300d BSVI,₹ 78 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2020,Comprehensive,Diesel,5 Seats,"29,000 Kms",First Owner,1950 cc,Automatic,2020,HP38,,1950 CC,241.38bhp,500Nm,19,5,White,V Type Engine,1950,241.38bhp@4200rpm,500Nm@1600-4000rpm,4.0,4.0,CRDI,Yes,DOHC,No,83.0 x 92.0 mm,16.2:1,4924mm,2157mm,1772mm,2995mm,2150 Kg,2910kg,1648mm,1663mm,,,,,,,,,,,,,,9G-TRONIC,AWD,5,Power,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",19,5,825-litres,5.9 metres,225Kmph,7.2sec,Delhi
0,Cng,Hatchback,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2017,4312,LXI CNG,₹ 3.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,CNG,5 Seats,"1,20,000 Kms",First Owner,998 cc,Manual,2017,UP14,26.6 kmpl,998 CC,58.16bhp,77Nm,,5,Others,K10B Engine,998,58.16bhp@6200rpm,77Nm@3500rpm,3.0,4.0,,No,DOHC,No,69 x 72 mm,,3599mm,1495mm,1700mm,2400mm,960kg,1350kg,1295mm,1290mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,4.6 metres,137 kmph,15.9 Seconds,Delhi
0,Petrol,SUV,"58,000",Automatic,1,1st Owner,Tata,Tata Nexon,2019,6364,1.2 Revotron XZA Plus,₹ 8.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2019,Third Party insurance,Petrol,5 Seats,"58,000 Kms",First Owner,1198 cc,Automatic,2019,HR26,17 kmpl,1198 CC,108.5bhp,170Nm,16,5,Blue,Revotron 1.2L Turbocharged engine,1198,108.5bhp@5000rpm,170Nm@1750-4000rpm,3.0,4.0,MPFI,Yes,DOHC,No,77x85.8,,3994mm,1811mm,1607mm,2498mm,1252Kg,,1540 mm,1530 mm,209 mm,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless Radial Tyres,16,5,350,5.1m,154.19 kmph,,Delhi
0,Petrol,Sedan,"58,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1153,S i-VTEC,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2016,Comprehensive,Petrol,5 Seats,"58,000 Kms",First Owner,1198 cc,Manual,2016,DL03,17.8 kmpl,1198 CC,86.7bhp,109Nm,,5,Red,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,MPFi,No,SOHC,No,,,3990mm,1680mm,1505mm,2405mm,955kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,4.5 metres,140 Kmph,15 Seconds,Delhi
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Honda,Honda Amaze,2015,1168,S i-Vtech,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,1198 cc,Manual,2015,DL3C,18 kmpl,1198 CC,86.7bhp,109Nm,,5,Others,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,,No,SOHC,No,,,3990mm,1680mm,1505mm,2405mm,950kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,4.5 metres,160 Kmph,15 Seconds,Delhi
0,Petrol,Sedan,"32,000",Automatic,1,1st Owner,Honda,Honda Amaze,2019,1159,VX CVT i-VTEC,₹ 7.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2019,Comprehensive,Petrol,5 Seats,"32,000 Kms",First Owner,1199 cc,Automatic,2019,HR26,18.1 kmpl,1199 CC,88.7bhp,110Nm,14,5,Maroon,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,SOHC,No,,,3990mm,1680mm,1505mm,2405mm,985kg,,,,,,,,,,,,,,,,,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",14,4,400-litres,4.7 metres,160 Kmph,15 Seconds,Delhi
0,Diesel,Sedan,"9,900",Automatic,1,1st Owner,BMW,BMW 3 Series,2020,7103,320d Luxury Line,₹ 40.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Diesel,5 Seats,"9,900 Kms",First Owner,1995 cc,Automatic,2020,HR98,20.37 kmpl,1995 CC,187.74bhp,400Nm,17,5,Orange,TwinPower Turbo 4 Cylinder Engine,1995,187.74bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,CRDi,Yes,DOHC,No,,,4709mm,1827mm,1435mm,2810 mm,1560,,1589mm,1583 mm,,,,,,,,,,,,,,8 Speed,RWD,5,Power,Disc,Disc,"Tubeless,Radial",17,4,480-litres,5.5 metres,243Kmph,6.8,Delhi
0,Petrol,Hatchback,"3,721",Manual,1,1st Owner,Maruti,Maruti Swift,2017,4174,LXI Optional-O,₹ 4.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2017,Third Party,Petrol,5 Seats,"3,721 Kms",First Owner,1197 cc,Manual,2017,DL5C,20.4 kmpl,1197 CC,83.11bhp,113Nm,,5,White,K Series VVT Engine,1197,83.11bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,No,73 X 71.5 mm,11.0:1,3840mm,1735mm,1530mm,2450mm,855Kg,1315kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,204-liters,4.8 metres,165 kmph,12.6 Seconds,Delhi
0,Petrol,Hatchback,"16,564",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2020,7091,Sportz,₹ 6.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2020,Comprehensive,Petrol,5 Seats,"16,564 Kms",First Owner,1197 cc,Manual,2020,DL10,20.7 kmpl,1197 CC,81.86bhp,113.8nm,14,5,Grey,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,No,,,,,3805mm,1680,1520,2450,1160,,,,,,,,,,,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",14,5,,,,,Delhi
0,Diesel,SUV,"34,000",Automatic,1,1st Owner,BMW,BMW X5,2019,6940,xDrive 30d xLine,₹ 72.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2019,Comprehensive,Diesel,5 Seats,"34,000 Kms",First Owner,2993 cc,Automatic,2019,DL8C,13.38 kmpl,2993 CC,261.50bhp,620Nm,20,5,Blue,TwinPower Turbo 6-cylinder engine,2993,261.50bhp@4000rpm,620Nm@1500-2500rpm,6.0,4.0,,Twin,,No,,,4922 mm,2218 mm,1745 mm,2975 mm,2060,,1666 mm,1686 mm,,,,,,,,,,,,,,8-Speed Steptronic,AWD,5,Power,Disc,Disc,"Tubeless, Runflat",20,5,,,,6.5,Delhi
