it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,City
0,Petrol,Hatchback,"55,724",Manual,2,2nd Owner,Maruti,Maruti Baleno,2017,3962,1.2 Delta,₹ 5.70 Lakh,₹ 5.76 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2017,Third Party insurance,Petrol,5 Seats,"55,724 Kms",TS08,Second Owner,1197 cc,Manual,2017.0,21.4 kmpl,1197 CC,83.1bhp,115Nm,,5,Silver,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,,,,,,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",,5,339-litres,180 Kmph,12.36 seconds,Hyderabad
0,Petrol,Sedan,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2010,4224,VXi,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",AP36,First Owner,1298 cc,Manual,2010.0,17.5 kmpl,1298 CC,85.8bhp,114Nm,14,5,Others,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,9.0:1,No,No,,,,,,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,,,,,,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,,,Hyderabad
0,Petrol,Hatchback,"85,396",Manual,1,1st Owner,Maruti,Maruti Alto 800,2017,10327,VXI,₹ 3.32 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2017,Third Party,Petrol,5 Seats,"85,396 Kms",TS13,First Owner,796 cc,Manual,2017.0,22.05 kmpl,796 CC,47.33bhp,69Nm,,5,Silver,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,,,,,,,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,Hyderabad
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Maruti,Maruti Baleno,2016,3969,1.2 Zeta,₹ 5.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"50,000 Kms",MH02,Second Owner,1197 cc,Manual,2016.0,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,,,,,,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",16,5,339-litres,180 Kmph,12.36 seconds,Hyderabad
0,Petrol,Hatchback,"27,136",Manual,1,1st Owner,Maruti,Maruti Alto 800,2016,3928,LXI Optional,₹ 3.25 Lakh,₹ 3.41 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2016,Comprehensive,Petrol,5 Seats,"27,136 Kms",TS07,First Owner,796 cc,Manual,2016.0,24.7 kmpl,796 CC,47.3bhp,69Nm,,5,Red,F8D Petrol Engine,796,47.3bhp@6000rpm,69Nm@3500rpm,3.0,4.0,DOHC,MPFi,,,No,No,,,,,,3430mm,1490mm,1475mm,2360mm,1295mm,1290mm,722kg,1185kg,,,,,,,5 Speed,FWD,5,Power,4.6 metres,Solid Disc,Drum,Tubeless Tyres,,5,177-litres,140 kmph,19 Seconds,Hyderabad
0,Petrol,Hatchback,"44,591",Manual,1,1st Owner,Ford,Ford Freestyle,2019,6336,Titanium Plus Petrol BSIV,₹ 6.44 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Zero Dep,Petrol,5 Seats,"44,591 Kms",TS36,First Owner,1194 cc,Manual,2019.0,19 kmpl,1194 CC,94.68bhp,120Nm,15,5,White,1.2 litre Petrol Engine,1194,94.68bhp@6500rpm,120Nm@4250rpm,3.0,4.0,DOHC,MPFI,,11.2:1,No,No,,,,,,3954mm,1737mm,1570mm,2490mm,,,1044Kg,,,,,,,,5-Speed,FWD,5,Power,5.0m,Ventilated Disc,Drum,Tubeless,15,5,257,144.93 kmph,13.07 Seconds,Hyderabad
0,Petrol,Coupe,"6,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2021,6849,Coupe C43 AMG,₹ 82 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2021,Third Party insurance,Petrol,4 Seats,"6,000 Kms",TS09,First Owner,2996 cc,Automatic,2021.0,11.9 kmpl,2996 CC,384.87bhp,520Nm,18,4,Black,V-Type Engine,2996,384.87bhp@61000rpm,520Nm@2500-5000rpm,6.0,4.0,DOHC,Direct Injection,,10.5:1,Yes,No,,,,,,4693 mm,2020mm,1402 mm,2840mm,1602mm,1554mm,1690 Kg,2185 Kg,,,,,,,9 Speed,AWD,4,Power,5.85 meters,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,2,,250 Kmph,4.7 Seconds,Hyderabad
0,Petrol,Hatchback,"20,034",Manual,1,1st Owner,Maruti,Maruti Ignis,2018,5552,1.2 Delta BSIV,₹ 5.28 Lakh,₹ 5.45 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Comprehensive,Petrol,5 Seats,"20,034 Kms",TS09,First Owner,1197 cc,Manual,2018.0,20.89 kmpl,1197 CC,81.80bhp,113Nm,,5,Others,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,,No,No,,,,,,3700mm,1690mm,1595mm,2435mm,,,835,,,,,,,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,"Tubeless,Radial",,5,260-litres,,,Hyderabad
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2012,1711,GLS,₹ 2.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"50,000 Kms",AP07,Second Owner,1086 cc,Manual,2012.0,17.92 kmpl,1086 CC,62.1bhp,96.1Nm,13,5,Others,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,,No,No,,,,,,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,,,,,,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,Hyderabad
0,Petrol,MUV,"47,529",Manual,1,1st Owner,Kia,Kia Carens,2022,8719,Premium BSVI,₹ 11.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2022,Comprehensive,Petrol,7 Seats,"47,529 Kms",TS24,First Owner,1497 cc,Manual,2022.0,,1497 CC,113.42bhp,144Nm,,7,White,Smartstream G1.5,1497,113.42bhp@6300rpm,144Nm@4500rpm,4.0,4.0,,DPFi,,,No,,,,,,,4540mm,1800mm,1708mm,2780mm,,,1535,,,,,,,,6-Speed,2WD,7,Electric,,Disc,Disc,"Tubeless, Radial",,5,,,,Hyderabad
0,Petrol,Hatchback,"46,739",Automatic,1,1st Owner,Maruti,Maruti Baleno,2017,6782,Zeta CVT,₹ 7.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2017,Comprehensive,Petrol,5 Seats,"46,739 Kms",TS07,First Owner,1197 cc,Automatic,2017.0,19.56 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,910-935,1360kg,,,,,,,CVT,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,,12.79 seconds,Hyderabad
0,Diesel,Sedan,"1,50,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2012,1821,1.6 SX CRDi (O),₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Diesel,5 Seats,"1,50,000 Kms",AP29,Second Owner,1582 cc,Manual,2012.0,22.32 kmpl,1582 CC,126.32bhp,259.8Nm,16,5,Others,Diesel Engine,1582,126.32bhp@4000rpm,259.8Nm@1900-2750rpm,4.0,4.0,DOHC,CRDI,77.2mm X 84.5mm,17.3:1,Yes,No,,,,,,4370mm,1700mm,1475mm,2570mm,,,1260,,,,,,,,6 Speed ,FWD,5,Power,5.2 metres,Disc,Disc,"Tubeless,Radial",16,4,465-litre,190km/hr,10.62 Seconds,Hyderabad
0,Petrol,Hatchback,"62,000",Automatic,1,1st Owner,Maruti,Maruti Celerio X,2019,6043,AMT ZXI Option BSIV,₹ 5.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Third Party insurance,Petrol,5 Seats,"62,000 Kms",TS07,First Owner,998 cc,Automatic,2019.0,21.63 kmpl,998 CC,67bhp,90Nm,R14,5,Grey,K10B Petrol Engine,998,67bhp@6000rpm,90Nm@3500rpm,3.0,4.0,,MPFi,,,No,No,,,,,,3715mm,1635mm,1565mm,2425mm,1420mm,1410mm,850kg,1250kgs,,,,,,,AGS,FWD,5,Electric,4.7 Metre,Ventilated Disc,Drum,"Radial,Tubeless",R14,5,235 Litres,,,Hyderabad
0,Petrol,MUV,"45,000",Manual,1,1st Owner,Maruti,Maruti XL6,2021,7030,Zeta,₹ 11.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2021,Third Party insurance,Petrol,6 Seats,"45,000 Kms",TS30,First Owner,1462 cc,Manual,2021.0,19.01 kmpl,1462 CC,103.2bhp,138nm,R15,6,Silver,K15B Smart Hybrid,1462,103.2bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,74.0x85.0,10.5:1,,,,,,,,4445mm,1775mm,1700mm,2740mm,1590mm,1570mm,1180kg,1730kg,180mm,,,,,,5-Speed,FWD,6,Power,5.2 metres,Ventilated Disc,Leading & Trailing Drum,"Tubeless,Radial",R15,5,209,,,Hyderabad
0,Petrol,Sedan,"36,000",Automatic,1,1st Owner,Honda,Honda City,2020,7905,ZX CVT,₹ 12.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2020,Third Party insurance,Petrol,5 Seats,"36,000 Kms",TS09,First Owner,1498 cc,Automatic,2020.0,18.3 kmpl,1498 CC,119.35bhp,145Nm,16,5,GOLDEN BROWN,Water Cooled Inline i-VTEC DOHC with VTC,1498,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,DOHC,,,,,,,,,,,4549mm,1748mm,1489mm,2600mm,1496mm,1484mm,1107-1153kg,1482-1528kg,,,,,,,CVT,,5,Electric,5.3,Ventilated Disc,Drum,"Tubeless, Radial",16,4,506,,,Hyderabad
0,Petrol,Sedan,"40,000",Manual,1,1st Owner,Honda,Honda City,2019,6733,i-VTEC ZX,₹ 10.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"40,000 Kms",TS33,First Owner,1497 cc,Manual,2019.0,17.14 kmpl,1497 CC,117.6bhp,145Nm,16,5,Others,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,,,,,,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1088kg,1463kg,,,,,,,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,178.55 kmph,11.90 Seconds,Hyderabad
0,Petrol,Hatchback,"15,850",Manual,1,1st Owner,Datsun,Datsun RediGO,2020,5906,1.0 T Option,₹ 4.16 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2020,Comprehensive,Petrol,5 Seats,"15,850 Kms",TS07,First Owner,999 cc,Manual,2020.0,22.5 kmpl,999 CC,67bhp,91Nm,,5,Red,1.0L Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,,,,,,3429mm,1560mm,1541mm,2348mm,,,750,,185mm,,,,,,5-Speed,2WD,5,Power,4.7m,Disc,Drum,,,5,222,,,Hyderabad
0,Petrol,Sedan,"62,535",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2017,7081,AMT ZXI Plus,₹ 6.42 Lakh,₹ 6.74 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Third Party insurance,Petrol,5 Seats,"62,535 Kms",TS09,First Owner,1197 cc,Automatic,2017.0,21.21 kmpl,1197 CC,81.80bhp,113Nm,15,5,Others,K Series VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,860-895Kg,1315Kg,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,"Tubeless,Radial",15,4,378,,12.6 Seconds,Hyderabad
0,Diesel,SUV,"94,600",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4298,VDi Option,₹ 8.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Comprehensive,Diesel,5 Seats,"94,600 Kms",TS08,First Owner,1248 cc,Manual,2018.0,24.3 kmpl,1248 CC,88.5bhp,200Nm,,5,Red,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,,Yes,No,,,,,,3995mm,1790mm,1640mm,2500mm,,,1185kg,1680kg,,,,,,,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,"Tubeless,Radial",,5,328-litres,172 kmph,12.36 Seconds,Hyderabad
0,Petrol,Sedan,"80,375",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2013,10244,VXI,₹ 4.34 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2013,Third Party insurance,Petrol,5 Seats,"80,375 Kms",AP28,Second Owner,1197 cc,Manual,2013.0,22.41 kmpl,1197 CC,88.50bhp,113Nm,,5,Black,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,160,,,,,,5 Speed,,5,Electric,4.8,Disc,Drum,"Tubeless, Radial",,4,378,,,Hyderabad
0,Petrol,Hatchback,"97,935",Manual,3,3rd Owner,Honda,Honda Brio,2012,1203,S MT,₹ 2.76 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2012,Comprehensive,Petrol,5 Seats,"97,935 Kms",AP09,Third Owner,1198 cc,Manual,2012.0,19.4 kmpl,1198 CC,86.8bhp,109Nm,,5,Silver,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,,,,,,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,925kg,,,,,,,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,5,175-litres,,,Hyderabad
0,Petrol,Hatchback,"38,300",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,7470,Magna Plus,₹ 7.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2020,Comprehensive,Petrol,5 Seats,"38,300 Kms",TS09,First Owner,1197 cc,Manual,2019.0,18.6 kmpl,1197 CC,81.86bhp,117nm,,5,Polar White,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3985mm,1734mm,1505mm,2570mm,,,1120,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",,5,285,170 Kmph,13.2 Seconds,Hyderabad
0,Petrol,Hatchback,"81,917",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3962,1.2 Delta,₹ 5.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2017,Zero Dep,Petrol,5 Seats,"81,917 Kms",TS10,First Owner,1197 cc,Manual,2017.0,21.4 kmpl,1197 CC,83.1bhp,115Nm,,5,Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,,,,,,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",,5,339-litres,180 Kmph,12.36 seconds,Hyderabad
0,Petrol,Hatchback,"69,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 5.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Comprehensive,Petrol,5 Seats,"69,000 Kms",TS07,First Owner,1197 cc,Manual,2016.0,21.4 kmpl,1197 CC,83.1bhp,115Nm,,5,Red,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,,,,,,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",,5,339-litres,180 Kmph,12.36 seconds,Hyderabad
0,Petrol,Hatchback,"43,566",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2016,1524,Sportz,₹ 4.98 Lakh,₹ 5.03 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2016,Comprehensive,Petrol,5 Seats,"43,566 Kms",TS08,Second Owner,1197 cc,Manual,2016.0,18.9 kmpl,1197 CC,82bhp,114Nm,,5,Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256-liters,165 Kmph,12.9 Seconds,Hyderabad
0,Petrol,Hatchback,"94,201",Manual,2,2nd Owner,Hyundai,Hyundai i20,2015,1481,Sportz 1.2,₹ 5.33 Lakh,₹ 5.49 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2015,Third Party insurance,Petrol,5 Seats,"94,201 Kms",TS08,Second Owner,1197 cc,Manual,2015.0,18.6 kmpl,1197 CC,81.83bhp,114.7Nm,,5,White,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,5,295-litres,170 Kmph,13.2 Seconds,Hyderabad
0,Petrol,Hatchback,"50,000",Automatic,1,1st Owner,Maruti,Maruti Baleno,2017,3960,1.2 CVT Zeta,₹ 6.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Third Party insurance,Petrol,5 Seats,"50,000 Kms",TS09,First Owner,1197 cc,Automatic,2017.0,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,920kg,1360kg,,,,,,,CVT,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",16,5,339-litres,180 Kmph,12.79 seconds,Hyderabad
0,Petrol,Hatchback,"40,689",Manual,1,1st Owner,Tata,Tata Tiago,2019,2983,1.2 Revotron XZ,₹ 5.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2019,Zero Dep,Petrol,5 Seats,"40,689 Kms",TS08,First Owner,1199 cc,Manual,2019.0,23.84 kmpl,1199 CC,84bhp,114Nm,14,5,Red,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,,,,,,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1012kg,,,,,,,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,Tubeless,14,5,242-litres,150 kmph,14.3 Seconds,Hyderabad
0,Petrol,Sedan,"35,849",Manual,1,1st Owner,Honda,Honda Amaze,2018,6419,V Petrol BSIV,₹ 7.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2018,Comprehensive,Petrol,5 Seats,"35,849 Kms",TS08,First Owner,1199 cc,Manual,2018.0,19.5 kmpl,1199 CC,88.76bhp,110Nm,,5,Red,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,,,,,,3995mm,1695mm,1501mm,2470mm,,,921kg,,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless,Radial",,4,420Liters,140 Kmph,15 Seconds,Hyderabad
0,Diesel,SUV,"15,833",Manual,1,1st Owner,MG,MG Hector,2021,7632,Sharp Diesel MT,₹ 18 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2021,Zero Dep,Diesel,5 Seats,"15,833 Kms",TS08,First Owner,1956 cc,Manual,2021.0,17.41 kmpl,1956 CC,167.68bhp,350Nm,R17,5,Burgundy Red Metallic,,1956,167.68bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,,,,,,4655mm,1835mm,1760mm,2750mm,,,1860,,,,,,,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,Hyderabad
0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Skoda,Skoda Laura,2011,5574,Ambiente 2.0 TDI CR MT,₹ 3.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Diesel,5 Seats,"90,000 Kms",AP31,Second Owner,1968 cc,Manual,2011.0,20 kmpl,1968 CC,108.5bhp,250Nm,16,5,Others,Turbocharged Diesel Engin,1968,108.5bhp@4200rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,9.6:1,Yes,No,,,,,,4569mm,1769mm,1485mm,2578mm,,,1389kg,1971kg,,,,,,,5 Speed,FWD,5,Power,5.1metres,Disc,Disc,"Tubeless,Radial",16,4,560-litres,,,Hyderabad
0,Petrol,Hatchback,"62,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6812,Asta Option BSIV,₹ 7.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Third Party,Petrol,5 Seats,"62,000 Kms",TS08,First Owner,1197 cc,Manual,2019.0,18.6 kmpl,1197 CC,81.86bhp,117nm,16,5,Grey,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1140,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,285,170 Kmph,13.2 Seconds,Hyderabad
0,Petrol,Hatchback,"40,000",Manual,3,3rd Owner,Maruti,Maruti Alto K10,2017,3946,VXI,₹ 3.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"40,000 Kms",,Third Owner,998 cc,Manual,2017.0,23.95 kmpl,998 CC,67.05bhp,90Nm,,5,Others,K Series Petrol Engine,998,67.05bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,,,No,No,,,,,,3545mm,1515mm,1475mm,2360mm,1295mm,1290mm,779kg,1210kg,,,,,,,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,177,145 Kmph,13.3 Seconds,Hyderabad
0,Diesel,SUV,"20,000",Automatic,1,1st Owner,Tata,Tata New Safari,2021,9883,XZA Plus (O) 6 Str Adventure Edition AT,₹ 21.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2021,Comprehensive,Diesel,6 Seats,"20,000 Kms",TS09,First Owner,1956 cc,Automatic,2021.0,14.08 kmpl,1956 CC,167.67bhp,350Nm,18,6,Blue,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,,,,,,4661mm,1894mm,1786mm,2741mm,,,1825kg,,,,,,,,6-Speed,,6,Power,,Disc,Disc,"Tubeless, Radial",18,5,73,,,Hyderabad
